№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
517;2112-3101015-02;;Диск колеса на 14;;2507;шт;3500;3;;;;;;10500;;;
518;2103-3101015-06;;Диск колесный 06;3000;1648;шт;2500;10;;;;;;25000;4809;;
519;2108-3101015-08;;Диск колесный 09;;1841;шт;2500;3;;;;;;7500;4810;;
520;403005459R;;Диск колесный Ларгус Renault Group;;6855;шт;7000;0;;;;;;0;3958;;
521;2110-1601130В;;Диск сцепления 010 ВАЗ;330;;шт;2500;0;;;;;;0;5795;;
522; ;;Диск сцепления 010 деш;270;;шт;2100;0;;;;;;0;121043;;
523;2112-1601130;;Диск сцепления 012 ВАЗ;330;;шт;2500;0;;;;;;0;;;
524;2106-1601130В;;Диск сцепления 06 ВАЗ;300;;шт;2250;1;;;;;;2250;у6635;;
525;;*;Диск сцепления 06 Начало ;28;973;шт;1200;0;;;;;;0;;;
526;2106-1601130К;*;Диск сцепления 06 Лада Имидж;;1149;шт;1500;1;;;;;;1500;у1969;;
527;2106-1601130Р;;Диск сцепления 06 рестоврация;265;;шт;2000;2;;;;;;4000;у1971;;
528;2108-1601130В;;Диск сцепления 09 ВАЗ;300;;шт;2250;0;;;;;;0;;;
529;2108-1601130Р;;Диск сцепления 09 рестоврация;250;;шт;1900;0;;;;;;0;;;
530;2106-1601130MS;;Диск сцепления 2106 Мастер;;800;шт;1600;0;;;;;;0;;;
531;21213-1601130В;;Диск сцепления 213;350;;шт;2500;0;;;;;;0;у4978;;
532;2106-1601130;;Диск сцепления начало 2106;1525;1531;шт;1850;4;;;;;;7400;;;
533;2108-1601130;;Диск сцепления начало 2108;1495;1370;шт;1800;2;;;;;;3600;;;
534;2110-1601130;;Диск сцепления начало 2110;1668;;шт;2100;2;;;;;;4200;;;
535;21213-1601130;;Диск сцепления начало 213;1341;1410;шт;1700;0;;;;;;0;4509;;
536;2123-1601130;;Диск сцепления Шеви Trialli;;2326;шт;2900;1;;;;;;2900;у1973;;
537;2101-3501070-01К;*;Диск тормозной 01 ;43;1500;шт;1800;2;;;;;;3600;;;
538;2101-3501070-01;;Диск тормозной 01 ВАЗ;350;1553;шт;2400;1;;;;;;2400;;;
539;2108-3501070-00К;*;Диск тормозной 08 ;1590;1400;шт;2000;3;;;;;;6000;3923;;
540;2108-3501070-00;;Диск тормозной 08 ВАЗ;1880;1763;шт;2400;2;;;;;;4800;976;;
541;2110-3501070-02;;Диск тормозной 2110 ВАЗ на 13 вентилируемый;;1740;шт;3500;2;;;;;;7000;;;
542;2110-3501070;;Диск тормозной 2110 на 13 деш;500;;шт;3000;0;;;;;;0;;;
543;2110-3501070-02F;;Диск тормозной 2110 ФЕНОКС;;2474;шт;3000;0;;;;;;0;;;
544;2112-3501070-01;;Диск тормозной 2112 ВАЗ на 14;450;2466;шт;3500;2;;;;;;7000;;;
545;2112-3501070-01F;;Диск тормозной 2112 Фенокс;;3104;шт;3800;0;;;;;;0;;;
546;;;Диск тормозной 2112 деш;450;;шт;3500;0;;;;;;0;;;
547;2121-3501070-01К;*;Диск тормозной 213 ;45;;шт;2000;0;;;;;;0;;;
548;2121-3501070-01Б;;Диск тормозной 213 Белмаг;;2880;шт;3500;0;;;;;;0;600548;;
549;2121-3501070-01;;Диск тормозной 213 ВАЗ;410;2433;шт;2950;3;;;;;;8850;67509;;
550;2103-1309010;;Диффузор 06 на электрический;150;;шт;1100;2;;;;;;2200;х6351;;
551;21073-1309008;;Диффузор 073 (инжектор);150;;шт;1100;0;;;;;;0;ф4527;;
552;;;Диффузор 01-07 принудительный универсальный;70;;шт;600;1;;;;;;600;;;
553;2105-1309016-10;;Диффузор 07 принудительный;90;;шт;700;5;;;;;;3500;;;
554;2108-1309010;;Диффузор 09;150;;шт;1100;0;;;;;;0;;;
555;2110-1309016-10;;Диффузор 010;150;;шт;1100;0;;;;;;0;;;
556;21213-130901100/130901400;;Диффузор 213;260;1556;кт;2600;1;;;;;;2600;;;
557;2108-2303018-00;;Дифференциал 08 голый;;;шт;2800;0;;;;;;0;318;;
558;;;Диффузор 213 отдельно верх;;1045;шт;1300;0;;;;;;0;3211;;
559;5443;;Домики 08;165;500;кт;600;2;;;;;;1200;;;
560;2112-1148200;;ДПДЗ 010;130;;шт;1000;2;;;;;;2000;113864;;
561;7701044743;;ДПДЗ Ларгус TSN;;2164;шт;2700;0;;;;;;0;Т6765;;
562;2112-1148010-12;;Дросельная заслонка 010 мех;750;;шт;5700;1;;;;;;5700;Т6764;;
563;21126-1148010;;Дросельная заслонка Приора 126 электронная;3800;;шт;20000;0;;;;;;0;Т6763;;
564;21116-1148010;;Дросельная заслонка 2114 116 электронная;3900;;шт;20000;0;;;;;;0;Т6762;;
565;;;Ж;;; ;;0;;;;;;0;;;
566;;;жаровня на стартер 01;26;;шт;200;0;;;;;;0;;;
567;;;З;;; ;;0;;;;;;0;;;
568;2107-1701184;;Заглушка крышки 5ск 07 ;75;;шт;600;0;;;;;;0;;;
569;2121-1702182;;Заглушка на привод спидометра 213;4;;шт;150;0;;;;;;0;;;
570;2101-1432990-1;;Заглушки блока 07;25;;кт;300;1;;;;;;300;;;
571;2108-1432990;;Заглушки блока 09;25;;кт;350;1;;;;;;350;;;
572;2101-1432820;;Заглушки коленвала;;25;кт;200;5;;;;;;1000;118971;;
573;2123-6305013-10;;Замок багажника Шеви;540;;шт;4000;0;;;;;;0;Т3193;;
574;2123-6205013-10;;Замок двери Шеви задний левый;1080;;шт;4000;1;;;;;;4000;у5820;;
575;2123-6205012-10;;Замок двери Шеви задний правый;1080;;шт;4000;1;;;;;;4000;т8501;;
576;2123-6105013-10;;Замок двери Шеви передний левый;1080;;шт;4000;1;;;;;;4000;3503;;
577;2123-6105012-10;;Замок двери Шеви передний правый;1080;;шт;4000;1;;;;;;4000;;;
578;2101-3704000-10;;Замок зажигания 01 НИКА;130;;шт;1000;6;;;;;;6000;;;
579;2110-3704010;;Замок зажигания 010 ;470;;шт;3550;0;;;;;;0;;;
580;2110-3704010MS;;Замок зажигания 010 МАСТЕР;;1600;шт;2000;0;;;;;;0;;;
581;2110-3704010-30;;Замок зажигания 010 Ника с подсветкой;300;;шт;2300;2;;;;;;4600;;;
582;2109-3704010;;Замок зажигания 09 ДимитровГрад;;;шт;1800;0;;;;;;0;;;
583;2109-3704010-70;;Замок зажигания 09 НИКА;290;;шт;2000;2;;;;;;4000;3691;;
584;2123-3704010;;Замок зажигания 2123 деш Рекардо;;2089;шт;3000;0;;;;;;0;;;
585;1118-3704010ГР;;Замок зажигания 2170 (1118, 2190) Гранд Ри Ал;;2166;шт;3000;2;;;;;;6000;8044;;
586;1118-3704010СБ;;Замок зажигания 2170 (1118, 2190) без личинок ДААЗ;;2456;шт;4000;1;;;;;;4000;;;
587;1118-3704010;;Замок зажигания 2170 (1118, 2190) с личинками;;3464;шт;5000;1;;;;;;5000;8482;;
588;2123-3704010СБ;;Замок зажигания Шеви;1040;;шт;7500;0;;;;;;0;;;
589;2123-3704010ГОСТ;;замок зажигания Шеви без личинок;;4166;шт;5000;1;;;;;;5000;117063;;
590;;;Замок капота 01;50;;шт;380;5;;;;;;1900;116956;;
591;;;Замок капота 09 в сборе;65;;шт;500;1;;;;;;500;ц9763;;
592;2101-2403084;;Запорное кольцо полуоси 01;25;100;шт;200;12;;;;;;2400;ц9764;;
593;2121-2403084;;Запорное кольцо полуоси 213;32;;шт;250;11;;;;;;2750;;;
594;2123-2403084;;Запорное кольцо Шеви;40;;шт;300;11;;;;;;3300;;;
595;2111-8101538-21;;Заслонка печки 2110 н/об;;;шт;3500;0;;;;;;0;;;
596;защелка бензостанции;;Защелка бензостанции;20;;шт;200;0;;;;;;0;;;
597;2101-1006020-86;;Звезды 01 ВАЗ;350;1854;кт;2500;2;;;;;;5000;;;
598;2101-1006020-86КААЗ;;Звезды 01 КААЗ;280;;кт;2100;5;;;;;;10500;114831;;
599;21213-1006020-86;;Звезды 213 ВАЗ;385;2379;кт;2900;2;;;;;;5800;114832;;
600;2101-1006020В;;Звезды 01 ВолгаСервис/ВолгаАвтоПром;;1798;кт;2200;7;;;;;;15400;114829;;
601;2123-1011220/1005030/1006020;;Звезды Шеви без датчика;;;кт;5000;0;;;;;;0;114828;;
602;2123-1011220/1005030/1006019;;Звезды Шеви с датчиком;675;;кт;5000;1;;;;;;5000;ц7065;;
603;21214-8201021;;Зеркало 214 н/об левое;;3338;шт;4500;0;;;;;;0;ц7064;;
604;21214-8201020;;Зеркало 214 н/об правое;1320;3338;шт;4500;0;;;;;;0;117540;;
605;2190-8201019эл;;Зеркало 2190 электро левое;2500;;шт;9400;0;;;;;;0;117539;;
606;2190-8201020эл;;Зеркало 2190 электро правое;2500;;шт;9400;0;;;;;;0;3261;;
607;11180-8201005-03;;Зеркало Калина левое;1760;;шт;7000;1;;;;;;7000;3262;;
608;11180-8201004-03;;Зеркало Калина правое;;;шт;7000;0;;;;;;0;;;
609;;;Зеркала лопухи 213;480;;кт;3600;4;;;;;;14400;;;
610;2170-8201051;;Зеркало Приора ст/об левое;2300;;шт;9000;1;;;;;;9000;;;
611;2170-8201050;;Зеркало Приора ст/об правое;2300;;шт;9000;2;;;;;;18000;;;
612;2108-8201051;;Зеркало 09 левое;130;;шт;1000;5;;;;;;5000;;;
613;2108-8201050;;Зеркало 09 правое;130;;шт;950;5;;;;;;4750;;;
614;2110-8201050;;Зеркало 2110 правое;360;;шт;1350;3;;;;;;4050;;;
615;2110-8201051;;Зеркало 2110 левое;360;;шт;1350;1;;;;;;1350;;;
616;2190-8201019мех;;Зеркало 2190 лев мех;1100;;шт;8300;0;;;;;;0;у5862;;
617;2190-8201020мех;;Зеркало 2190 пр мех;1100;;шт;8300;0;;;;;;0;;;
618;2170-8201007-75;;Зеркало Приора люкс с поворотником лев;1680;7668;шт;10000;2;;;;;;20000;114739;;
619;2170-8201006-75;;Зеркало Приора люкс с поворотником пр;;5676;шт;8000;1;;;;;;8000;;;
620;21230-8201021-40;;Зеркало Шеви ст/об левое;2620;7125;шт;9000;1;;;;;;9000;;;
621;21230-8201020-40;;Зеркало Шеви ст/об правое;2620;7125;шт;9000;1;;;;;;9000;1172;;
622;2123-8201051-86;;Зеркало Шеви 2009-2012 левое;1500;;шт;12000;0;;;;;;0;;;
623;2123-8201050-86;;Зеркало Шеви 2009-2012 правое;1500;;шт;12000;0;;;;;;0;115464;;
624;2123-8201051;;Зеркало Шеви с 2012 левое;1600;;шт;12000;0;;;;;;0;;;
625;2123-8201050;;Зеркало Шеви с 2012 правое;1600;;шт;12000;0;;;;;;0;116109;;
626;;;К;;;;;0;;;;;;0;1700;;
627;2105-1107010-20Д;;Карбюратор 05 ДААЗ;13468;;шт;16000;0;;;;;;0;;;
628;2105-1107010-20К;*;Карбюратор 05 ;190;7000;шт;8500;2;;;;;;17000;у5863;;
629;;;Карбюратор 05 Мастер;;9000;шт;11000;0;;;;;;0;116108;;
630;2105-1107010-20П;;Карбюратор 05 Пекар;10297;;шт;12600;1;;;;;;12600;;;
631;;;Карбюратор 07 Мастер;;9500;шт;11000;0;;;;;;0;;;
632;2107-1107010-20П;;Карбюратор 07 Пекар;10507;;шт;12600;1;;;;;;12600;;;
633;2107-1107010Дм;;Карбюратор 07 с микроклапаном ДААЗ;;14864;шт;17500;1;;;;;;17500;Т5384;;
634;2107-1107010Дэл;;Карбюратор 07 с электроклапаном ДААЗ;;10901;шт;17500;1;;;;;;17500;;;
635;21073-1107010-20Д;;Карбюратор 073 ДААЗ;15080;11960;шт;15500;1;;;;;;15500;;;
636;21073-1107010-20MS;;Карбюратор 073 Мастер;;9000;шт;11000;1;;;;;;11000;;;
637;21073-1107010-20П;;Карбюратор 073 Пекар;11557;11800;шт;14400;1;;;;;;14400;;;
638;21073-1107010-20К;*;Карбюратор 073;;7500;шт;8500;0;;;;;;0;;;
639;21083-1107010-00К;*;Карбюратор 08 ;190;7029;шт;8500;3;;;;;;25500;;;
640;21083-1107010-00Д;;Карбюратор 083 ДААЗ;2080;12514;шт;15500;1;;;;;;15500;;;
641;;;Карбюратор 083 Мастер;;10000;шт;11500;0;;;;;;0;;;
642;21083-1107010-00П;;Карбюратор 083 Пекар;11500;12000;шт;15000;1;;;;;;15000;;;
643;2107-1107010-20К;*;Карбюратор 2107 ;190;7500;шт;8500;5;;;;;;42500;;;
644;2101-2200012;;Кардан 06 Паркс;;6893;шт;12000;1;;;;;;12000;116767;;
645;2105-2200012-00;;Кардан 06 ЗАО Кардан ВАЗ;;13986;шт;16800;0;;;;;;0;;;
646;2121-2201012Бз;;Кардан 213 Белорусь задний;4300;;шт;11000;1;;;;;;11000;;;
647;2121-2201012Бп; ;Кардан 213 Белорусь передний;4300;;шт;11000;1;;;;;;11000;116763;;
648;21218-2201012;;Кардан 218 Бронто;3300;;шт;24500;0;;;;;;0;;;
649;2121-2201012ГОСТп;;Кардан ВАЗ 213 передний;4900;9058;шт;14000;0;;;;;;0;;;
650;2121-2201012ГОСТз;;Кардан ВАЗ 213 задний;4900;9058;шт;14000;0;;;;;;0;;;
651;;;Кардан ВАЗ 213 без упаковки задн;13505;11022;шт;16000;0;;;;;;0;;;
652;;;Кардан ВАЗ 213 без упаковки пер;;;шт;16000;1;;;;;;16000;;;
653;;;Кардан Шеви на крест;2250;;шт;16800;0;;;;;;0;;;
654;2123-2201015;;Кардан Шеви на крест ГОСТ;2900;;шт;21000;0;;;;;;0;;;
655;21214-2201012-00;;Кардан задний на шрусах;2950;;шт;22500;0;;;;;;0;;;
656;21214-2203012-00;;Кардан передний на шрусах;2800;17807;шт;21500;0;;;;;;0;;;
657;2101-3705000-81К;*;Катушка 01 ;26;;шт;1050;0;;;;;;0;;;
658;2101-3705000-81MS;;Катушка 01 Мастер;;1200;шт;1500;2;;;;;;3000;115596;;
659;2101-3705000-81М;;Катушка 01 Москва;285;1591;шт;1900;3;;;;;;5700;;;
660;2108-3705010-81К;*;Катушка 08 ;28;;шт;1150;0;;;;;;0;;;
661;2108-3705010MS;;Катушка 08 Мастер;;1250;шт;1600;0;;;;;;0;;;
662;2108-3705010М;;Катушка 08 Москва;340;1799;шт;2200;2;;;;;;4400;;;
663;2121Б;;Кенгурятник гнут 213;2600;;шт;20000;0;;;;;;0;;;
664;2121К;;Кенгурятник гнут 213 коротыш;2300;;шт;17000;1;;;;;;17000;1699;;
665;2121Пр;;Кенгурятник гнут 213 прямой;;;шт;17000;1;;;;;;17000;116529;;
666;2121З;;Кенгурятник задн. калитка;1700;;шт;13000;1;;;;;;13000;;;
667;клав габ 3-х;;Клавиша габаритов 05 3х к;30;96;шт;250;2;;;;;;500;;;
668;клав габ 6-ти;;Клавиша габаритов 07 6ти к;30;88;шт;250;5;;;;;;1250;116530;;
669;;;Клавиша отопителя 05 3х к;;76;шт;200;0;;;;;;0;;;
670;;;Клавиша отопителя 06;30;;шт;250;4;;;;;;1000;;;
671;клав отоп 5-ти;;Клавиша отопителя 07-213 5ти к;60;211;шт;450;0;;;;;;0;121764;;
672;;;Клавиша противотуманки/габаритов 2115;;443;шт;600;3;;;;;;1800;1698;;
673;21093-3709613-01;;Клавиша стеклоподъемника;95;;шт;700;6;;;;;;4200;1680;;
674;2103-3510045;;Клапан вакума 09;15;;шт;150;0;;;;;;0;7569;;
675;;;Клапан вакума 09+резинка;12;;кт;200;0;;;;;;0;;;
676;2101-1007010-12MS;;Клапана 01 Мастер;;3001;кт;3600;3;;;;;;10800;;;
677;2101-1007010-12И;;Клапана 01 ИМПОРТ;530;;кт;4100;2;;;;;;8200;;;
678;2101-1007010-12К;*;Клапана 07 Китай;26;;кт;1200;0;;;;;;0;;;
679;21083-1007010-12В;;Клапана 09 ВАЗ;;3700;кт;4500;1;;;;;;4500;;;
680;2101-1007010-12В;;Клапана 07  ВАЗ;;3700;кт;4500;1;;;;;;4500;;;
681;21083-1007010-12MS;;Клапана 09 Мастер;;3001;кт;3600;2;;;;;;7200;;;
682;2112-1007010-12MS;;Клапана 16 кл Мастер;;6744;кт;8200;0;;;;;;0;;;
683;2112-1007010-12В;;Клапана 2112 ВАЗ;1400;6469;кт;8000;0;;;;;;0;;;
684;;;Клапана 2112 Китай;1400;;кт;10000;0;;;;;;0;116644;;
685;;;Клапана выхлопные 16кл;;;кт;1000;0;;;;;;0;;;
686;2101-1007010-12С;;Клапана Самара 01;550;;кт;4150;2;;;;;;8300;1322;;
687;21083-1007010-12С;;Клапана Самара 09;570;;кт;4200;1;;;;;;4200;5494;;
688;2108-1007010-12;;Клапана Самара 1300 08;;;кт;3200;0;;;;;;0;;;
689;2112-1007010-12SM;;Клапана СМ 16 кл;1400;10229;кт;12500;1;;;;;;12500;537;;
690;2106-3724080;;Клема минус 06;90;;шт;700;2;;;;;;1400;2963;;
691;21044-3724080;;Клема минус 07;155;;шт;1150;4;;;;;;4600;;;
692;2108-3724080;;Клема минус 09;175;;шт;1300;2;;;;;;2600;;;
693;21214-3724080;;Клема минус 213;200;;шт;1500;2;;;;;;3000;у2565;;
694;2106-3724070;;Клема плюс 06;180;;шт;1350;2;;;;;;2700;116978;;
695;2105-3724070;;Клема плюс 07;185;;шт;1400;1;;;;;;1400;114338;;
696;2108-3724070;;Клема плюс 09;180;;шт;1350;2;;;;;;2700;;;
697;21213-3724070;;Клема плюс 213;210;;шт;1600;2;;;;;;3200;66736;;
698;21093-701015;;Кожух 09 средний;3200;;шт;20800;0;;;;;;0;4952;;
699;2181-1701015-00;;Кожух Гранта средний ;;8181;шт;12000;0;;;;;;0;2047;;
700;2181-1601015-00;;Кожух сцепления Гранта;;16229;шт;21000;0;;;;;;0;;;
701;2112-1601015-10;;Кожух сцепления Приора;2900;;шт;22000;0;;;;;;0;151;;
702;2108-1006146-1;;Кожух ремня ГРМ 09;65;;шт;500;4;;;;;;2000;9724;;
703;2109-1601015;;Кожух сцепления 2108;;;шт;23000;0;;;;;;0;66522;;
704;2111-1601015;;Кожух сцепления 2110;3200;20577;шт;25000;0;;;;;;0;;;
705;2101-3512010-01СБ;;Колдун 07 в сборе;630;;шт;4700;0;;;;;;0;4746;;
706;2101-3512010-01;;Колдун 07 голый;1119;;шт;1600;1;;;;;;1600;5683;;
707;2108-3512010-00;;Колдун 09 голый;380;2461;шт;3000;3;;;;;;9000;5684;;
708;2108-3512010-00СБ;;Колдун 09 в сборе;770;;шт;5800;1;;;;;;5800;857;;
709;2121-3512010-01СБ;;Колдун 213 в сборе;630;;шт;4700;1;;;;;;4700;;;
710;2121-3512010-01;;Колдун 213 голый;;1642;шт;2000;1;;;;;;2000;Т4515;;
711;2101-1005015К;*;Коленвал 01 ;200;7136;шт;8700;0;;;;;;0;у7612;;
712;2103-1005015К;*;Коленвал 03 ;200;7000;шт;8500;0;;;;;;0;;;
713;2110-1005015К;*;Коленвал 09 ;250;8000;шт;10500;0;;;;;;0;;;
714;11183-1005016-03;;Коленвал 1.6 16 кл;;20649;шт;24800;0;;;;;;0;;;
715;2110-1005016;;Коленвал 2110;2500;20456;шт;24600;0;;;;;;0;;;
716;21213-1005015;;Коленвал 213;2200;13950;шт;18000;0;;;;;;0;;;
717;2123-1005012;;Коленвал Шеви;14000;16535;шт;20000;0;;;;;;0;у4962;;
718;2101-1005015;;Коленвал 01 деш;2150;13689;шт;16000;1;;;;;;16000;;;
719;2103-1005015;;Коленвал 03 деш;2150;14391;шт;16500;0;;;;;;0;;;
720;11183-1005016-01;;Коленвал 1118 1.6 8кл;;20649;шт;24800;0;;;;;;0;;;
721;2101-3502090-55К;*;Колодки задние 01 Китай ;;1169;кт;1500;4;;;;;;6000;600528;;
722;2108-3502090-55Н;;Колодки задние 08 Начало;;1300;кт;1600;3;;;;;;4800;894466;;
723;2101-3502090-55В;;Колодки задние 2107 ВАЗ;430;;кт;3300;1;;;;;;3300;4115;;
724;2108-3502090-55В;;Колодки задние 2108 ВАЗ;360;;кт;2700;2;;;;;;5400;;;
725;2101-3502090-55Н;;Колодки задние 06 Начало;;1488;кт;1800;4;;;;;;7200;;;
726;2108-3502090-55К;*;Колодки задние 09 Начало;23;900;кт;1200;6;;;;;;7200;4344;;
727;1118-3502090-55В;;Колодки задние Приора ВАЗ с АБС;380;;кт;2900;0;;;;;;0;;;
728;1118-3502090-55Б;;Колодки задние Приора BEST, Transmaster с АБС;;1645;кт;2200;2;;;;;;4400;;;
729;2101-3501800К;*;Колодки передние 01 Китай ;;455;кт;600;25;;;;;;15000;4345;;
730;2101-3501800Ка2;;Колодки передние 01 КА-2;166;;кт;1250;14;;;;;;17500;;;
731;2108-3501800Ка2;;Колодки передние 09 КА-2;192;;кт;1450;19;;;;;;27550;;;
732;2108-3501800К ;*;Колодки передние 09 Китай ;8;558;кт;700;18;;;;;;12600;4346;;
733;2110-3501800Ка2;;Колодки передние 2110 КА-2;194;;кт;1450;10;;;;;;14500;;;
734;2110-3501800В;;Колодки передние 2110 ВАЗ;;1041;кт;1300;8;;;;;;10400;;;
735;2121-3501800Ка2;;Колодки передние 213 КА-2;185;;кт;1350;15;;;;;;20250;;;
736;2121-3501800К ;*;Колодки передние 213 Китай;;563;кт;700;8;;;;;;5600;4347;;
737;410602192RИ;;Колодки передние Ларгус 8кл импорт;480;;кт;3600;1;;;;;;3600;;;
738;410602192RЕ/Р;;Колодки передние Ларгус 8кл Егоровские, Pilenga, Francecar;350;789;кт;1500;3;;;;;;4500;;;
739;7701208422;;Колодки передние Ларгус 16кл Starke, Егоровские;400;2489;кт;2700;3;;;;;;8100;4348;;
740;2101-1601015-00;;Колокол КПП 07;;4650;шт;5500;0;;;;;;0;;;
741;2101-1000100-10Л;;Кольца 76.0 лапша ВАЗ;550;;кт;4500;0;;;;;;0;;;
742;2101-1000100-10П;;Кольца 76.0 простые ВАЗ;580;2278;кт;4000;0;;;;;;0;4350;;
743;2101-1000100-10СТК;;Кольца 76.0 СТК;;2005;кт;2400;2;;;;;;4800;;;
744;2101-1000100-10Х;;Кольца 76.0 хром ВАЗ;;;кт;4000;1;;;;;;4000;6076;;
745;2101-1000100-31П;;Кольца 76.4 простые ВАЗ;600;;кт;4000;0;;;;;;0;;;
746;2101-1000100-31СТК;;Кольца 76.4 СТК;;2005;кт;2400;2;;;;;;4800;4351;;
747;2101-1000100-31Х;;Кольца 76.4 хром ВАЗ;1836;;кт;4000;0;;;;;;0;;;
748;2101-1000100-32П;;Кольца 76.8 простые ВАЗ;650;2278;кт;4000;0;;;;;;0;у2847;;
749;2101-1000100-32СТК;;Кольца 76.8 СТК;;2005;кт;2400;2;;;;;;4800;4352;;
750;2101-1000100-32Х;;Кольца 76.8 хром ВАЗ;2111;;кт;4000;0;;;;;;0;;;
751;21011-1000100-10Л;;Кольца 79.0 лапша ВАЗ;550;;кт;4500;0;;;;;;0;4353;;
752;21011-1000100-10П;;Кольца 79.0 простые ВАЗ;640;2278;кт;4000;0;;;;;;0;117187;;
753;21011-1000100-10СТК;;Кольца 79.0 СТК;;2005;кт;2400;2;;;;;;4800;117185;;
754;21011-1000100-10Х;;Кольца 79.0 хром ВАЗ;2111;;кт;4000;1;;;;;;4000;116942;;
755;21011-1000100-31П;;Кольца 79.4 простые ВАЗ;670;2255;кт;4000;0;;;;;;0;у8041;;
756;21011-1000100-31СТК;;Кольца 79.4 СТК;;2005;кт;2400;2;;;;;;4800;120500;;
757;21011-1000100-31Х;;Кольца 79.4 хром ВАЗ;2111;;кт;4000;0;;;;;;0;120501;;
758;21011-1000100-32П;;Кольца 79.8 простые ВАЗ;;2278;кт;4000;0;;;;;;0;;;
759;21011-1000100-32СТК;;Кольца 79.8 СТК;;2005;кт;2400;2;;;;;;4800;;;
760;21011-1000100-32Х;;Кольца 79.8 хром ВАЗ;2111;;кт;4000;0;;;;;;0;;;
761;2108-1000100-00;;Кольца 80.0 СТК;;2005;кт;2400;1;;;;;;2400;423;;
762;21083-1000100-00Л;;Кольца 82.0 лапша ВАЗ;600;;кт;4500;0;;;;;;0;8225;;
763;21083-1000100-00СТК;;Кольца 82.0 СТК;;2005;кт;2400;1;;;;;;2400;117;;
764;21083-1000100-00Х;;Кольца 82.0 хром ВАЗ;400;2165;кт;4000;0;;;;;;0;116500;;
765;21083-1000100-31В;;Кольца 82.4 ВАЗ;415;2278;кт;4000;0;;;;;;0;ц3218;;
766;21083-1000100-31СТК;;Кольца 82.4 СТК;;2005;кт;2400;2;;;;;;4800;Т2499;;
767;21083-1000100-32В;;Кольца 82.8 ВАЗ;400;;кт;4000;0;;;;;;0;;;
768;21083-1000100-32СТК;;Кольца 82.8 СТК;;2005;кт;2400;2;;;;;;4800;ц3216;;
769;11194-1000100-10;;Кольца Калина 76.50;1200;;кт;9000;0;;;;;;0;115787;;
770;11194-1000100-00;;Кольца Калина 77.00;1200;;кт;9000;0;;;;;;0;116625;;
771;21126-1000100П;;Кольца Приора 82.00 Прима;1200;;кт;9000;0;;;;;;0;8005;;
772;21126-1000100-01П;;Кольца Приора 82.50 Прима;1200;;кт;9000;0;;;;;;0;116875;;
773;21126-1000100СТК;;Кольца Приора 82.00 СТК;;3771;кт;6000;1;;;;;;6000;;;
774;21126-1000100-01СТК;;Кольца Приора 82.50 СТК;;4470;кт;6000;1;;;;;;6000;115828;;
775;2101-1000100;;Кольца МS 76/0-82/4;1000;;кт;1500;15;;;;;;22500;116511;;
776;21213-1004022-00;;Кольца стопорные поршневые;;;кт;250;4;;;;;;1000;116874;;
777;21126-1004022-00;;Кольца стопорные поршневые 2170;50;;кт;400;0;;;;;;0;5500;;
778;2110-1206057;;Кольцо глушителя 2110 ;48;;шт;350;3;;;;;;1050;;;
779;2112-1104252;;Кольцо форсунки (4шт);;134;кт;200;3;;;;;;600;;;
780;2108-3734910;;Коммутатор ВИНИЦА;210;;шт;1550;6;;;;;;9300;;;
781;Т21067-1411020-22;;Компьютер 07-22;4100;;шт;31000;0;;;;;;0;576;;
782;Т21067-1411020-32;;Компьютер 07-32;4100;;шт;31000;0;;;;;;0;4267;;
783;Т21067-1411020-12;;Компьютер 07-12;4100;;шт;31000;0;;;;;;0;;;
784;11183-1411020-21;;Компьютер Калина-21;3400;;шт;25500;0;;;;;;0;585;;
785;11183-1411020-62;;Компьютер Калина-62;3400;21174;шт;26000;0;;;;;;0;;;
786;21114-1411020-31;;Компьютер 114-31;4300;;шт;33000;0;;;;;;0;320;;
787;21214-1411020-20;;Компьютер 214-20 БОШ;4500;;шт;34000;0;;;;;;0;1325;;
788;21214-1411020-30;;Компьютер 214-30 БОШ;4500;24310;шт;34000;0;;;;;;0;;;
789;21214-1411020-50;;Компьютер 214-50 н/об;6000;22165;шт;30000;0;;;;;;0;70470;;
790;2190-1411020;;Компьютер 2190;3400;;шт;25500;0;;;;;;0;С8353;;
791;21126-1411020-31;;Компьютер Приора-31;3300;;шт;25000;0;;;;;;0;70471;;
792;21126-1411020-32;;Компьютер Приора-32;3300;;шт;25000;0;;;;;;0;5564;;
793;21126-1411020-67;;Компьютер Приора-67;;19891;шт;28000;0;;;;;;0;;;
794;21126-1411020-90;;Компьютер Приора-90;4500;;шт;34000;0;;;;;;0;1934;;
795;2111-1411020-71;;Компьютер Январь 111 5.1.1;4400;29124;шт;36000;0;;;;;;0;111501;;
796;2112-1411020;;Компьютер Январь 112 5.1 -41;3500;30498;шт;36000;0;;;;;;0;;;
797;21230-1411020-00;;Компьютор Шеви-00;3950;;шт;30000;0;;;;;;0;111267;;
798;21230-1411020-92;;Компьютор Шеви-90 с кондиционером;2850;;шт;25000;0;;;;;;0;;;
799;2101-3706400;;Конденсатор тромблера ;15;;шт;150;9;;;;;;1350;1176;;
