№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
2254;2110-1701127;;Шестерня 2-ой 010 ст/об;350;;шт;3000;0;;;;;;0;66913;;
2255;21083-1701127;;Шестерня 2-ой 08 н/об;375;;шт;2800;0;;;;;;0;;;
2256;2180-1701127;;Шестерня 2-ой немец 34мм;460;;шт;3500;1;;;;;;3500;;;
2257;2181-1701127;;Шестерня 2-ой немец 37мм;460;;шт;3500;1;;;;;;3500;66915;;
2258;2112-1701131;;Шестерня 3-ей 010 н/об;340;;шт;2600;0;;;;;;0;;;
2259;2101-1701131;;Шестерня 3-ой 01 ;898;;шт;1500;0;;;;;;0;66917;;
2260;2108-1701131;;Шестерня 3-ой 08 ст/об;310;;шт;2400;0;;;;;;0;у7589;;
2261;21083-1701131СБ;;Шестерня 3-ой 08 в сборе;0;;шт;5900;0;;;;;;0;121318;;
2262;21083-1701131;;Шестерня 3-ой 08 н/об;360;;шт;2700;0;;;;;;0;121327;;
2263;2101-1701131СБ;;Шестерня 3-я 07 в сборе;290;;шт;2200;1;;;;;;2200;121325;;
2264;2112-1701131-00;;Шестерня 3-я 2112 н/об голая;;2181;шт;3000;0;;;;;;0;121326;;
2265;21083-1701146;;Шестерня 4-ой 08;1000;;шт;2000;0;;;;;;0;121319;;
2266;21083-1701146СБ;;Шестерня 4-ой 08 в сборе;0;;шт;5700;0;;;;;;0;;;
2267;2110-1701146;;Шестерня 4-ой 010;170;;шт;1500;0;;;;;;0;232;;
2268;2107-1701158СБст/обК;*;Шестерня 5-ой 07 ст/об в сборе;(62);;шт;3200;0;;;;;;0;1257;;
2269;2108-1701158К;*;Шестерня 5-ой 08 ст/об;(68);1537;шт;2000;0;;;;;;0;;;
2270;2101-1701158н/об;;Шестерня 5-ой 07 н/об голая;;1575;шт;2100;0;;;;;;0;4451;;
2271;2101-1701158н/обК;*;Шестерня 5-ой 07 н/об голая;;1380;шт;1800;0;;;;;;0;67041;;
2272;2108-1701158;;Шестерня 5-ой 08 ст/об;420;;шт;3000;0;;;;;;0;;;
2273;21083-1701158;;Шестерня 5ой 08 н/об;420;;шт;3000;0;;;;;;0;;;
2274;2107-1701158СБн/об;;Шестерня 5-ой 2107 н/об в сборе;350;;шт;3000;2;;;;;;6000;;;
2275;2107-1701158СБст/об;;Шестерня 5-ой 2107 ст/об в сборе;440;;шт;3800;0;;;;;;0;;;
2276;21083-1701158СБ;;Шестерня 5-ой в сборе 08;1200;;шт;9000;0;;;;;;0;793;;
2277;2107-1701158ст/об;;Шестерня 5-ой 07 ст/об голая;;;шт;2000;0;;;;;;0;1677;;
2278;2107-1701158ст/обК;*;Шестерня 5-ой 07 ст/об голая;;1380;шт;1800;0;;;;;;0;117424;;
2279;2110-1701080;;Шестерня вторичного вала 010;230;;шт;1600;1;;;;;;1600;;;
2280;2105-1701140ст/об;;Шестерня заднего хода 01 большая ст/об;120;;шт;1000;0;;;;;;0;у7019;;
2281;2105-1701138ст/об;;Шестерня заднего хода 01 маленькая ст/об;130;;шт;1000;0;;;;;;0;;;
2282;2101-1701138/40;;Шестерня заднего хода 01 4х ст маленькая;;;шт;1000;0;;;;;;0;112594;;
2283;2105-1701140н/об;;Шестерня заднего хода 07 большая н/об;260;;шт;1900;0;;;;;;0;;;
2284;2105-1701138н/об;;шестерня заднего хода 07 маленькая н/об;250;;шт;1900;0;;;;;;0;;;
2285;21083-1701080;;Шестерня заднего хода 09;230;;шт;1700;0;;;;;;0;1821;;
2286;21083-1701132;;Шестерня паразитка 09 ;210;;шт;1600;0;;;;;;0;602;;
2287;;;Шестерня стартера 010;20;;шт;400;0;;;;;;0;900;;
2288;2101-3701051;;Шкив генератора 07;150;;шт;1100;4;;;;;;4400;1837;;
2289;2105-1005030;;Шкив коленвала 05 (ГРМ) маленький;;973;шт;1200;0;;;;;;0;1547;;
2290;2110-1005060;;Шкив демфера 010 8кл метал;400;;шт;3000;1;;;;;;3000;1836;;
2291;2110-1005058;;Шкив демфера 010 8кл рез;530;;шт;4000;0;;;;;;0;;;
2292;2112-1005060;;Шкив демфера 2112 метал;400;;шт;3000;1;;;;;;3000;1832;;
2293;2112-1005058;;Шкив демфера 2112 рез;530;;шт;4000;0;;;;;;0;115942;;
2294;21214-1005058;;Шкив демфера 214 рез;850;;шт;6400;0;;;;;;0;3251;;
2295;21214-1005060;;Шкив демфера 214 метал;520;;шт;4000;1;;;;;;4000;;;
2296;2123-1005058;;Шкив демфера Шеви рез Slon;950;4324;шт;6000;0;;;;;;0;4170;;
2297;2123-1005060;;Шкив демфера Шеви метал;450;2550;шт;4000;1;;;;;;4000;;;
2298;2123-3407180;;Шкив демфера Шеви с конд;;3700;шт;4500;0;;;;;;0;68410;;
2299;2101-1005060;;Шкив коленвала 01;135;;шт;1000;4;;;;;;4000;;;
2300;2108-1005030;;Шкив коленвала 08 маленький;42;;шт;350;5;;;;;;1750;115877;;
2301;2108-1005060;;Шкив коленвала 08 большой;175;;шт;1300;2;;;;;;2600;;;
2302;;;Шкив коленвала 012 маленький;50;;шт;600;0;;;;;;0;117072;;
2303;21126-1005030;;Шкив коленвала 1.6 маленький;120;300;шт;750;1;;;;;;750;у4480;;
2304;2101-1308024;;Шкив помпы 07;80;;шт;600;4;;;;;;2400;с6830;;
2305;2108-1006020;;Шкив распредвала 08;85;;шт;700;2;;;;;;1400;;;
2306;2101-1104090;;Шланг бензина 01 деш;26;;шт;200;0;;;;;;0;6727;;
2307;;;Шланг бензина 213 ГОСТ;65;;шт;500;0;;;;;;0;Т3560;;
2308;2121-1164083;;Шланг бензина 213 деш;25;;шт;200;7;;;;;;1400;;;
2309;2103-3510050;;Шланг вакума 2106;40;;шт;300;8;;;;;;2400;117167;;
2310;;;Шланг задний тормозной 01;45;;шт;350;0;;;;;;0;120431;;
2311;2101-3506085;;Шланг задний тормозной 01 Фенокс;280;;шт;350;3;;;;;;1050;117167;;
2312;2108-3506085;;Шланг задний тормозной 08 Фенокс;240;;шт;350;2;;;;;;700;121240;;
2313;2110-1164086;;Шланг обратки 08;32;;шт;250;14;;;;;;3500;121030;;
2314;;;Шланг передний тормозной01 в блистере;63;;шт;450;0;;;;;;0;118339;;
2315;;;Шланг передний тормозной 08;62;;шт;450;0;;;;;;0;118340;;
2316;2121-3506060;;Шланг передний тормозной 213 длинный Фенокс;75;;шт;550;5;;;;;;2750;4500;;
2317;2121-3506061;;Шланг передний тормозной 213 короткий Фенокс;75;;шт;550;0;;;;;;0;4501;;
2318;;;Шланг передний тормозной Шеви;80;;шт;650;3;;;;;;1950;70552;;
2319;2101-3506060Б;;Шланг передний тормозной 01 Белмаг;;397;шт;480;0;;;;;;0;;;
2320;2101-3506060;;Шланг передний тормозной 01 Фенокс;280;;шт;350;2;;;;;;700;;;
2321;2110-3506060;;Шланг передний тормозной 010 Фенокс;320;363;шт;450;8;;;;;;3600;;;
2322;2108-3506060Б;;Шланг передний тормозной 08 Белмаг;;406;шт;500;4;;;;;;2000;541;;
2323;2108-3506060;;Шланг передний тормозной 08 Фенокс;280;;шт;350;13;;;;;;4550;8496;;
2324;2110-3506060Б;;Шланг передний тормозной 10 Белмаг;;420;шт;500;9;;;;;;4500;3621;;
2325;2123-3506060Б;;Шланг передний тормозной 23 Белмаг;;430;шт;500;0;;;;;;0;Т3218;;
2326;2101-3506060Tr;;Шланг передний тормозной 01 Trialli;;281;шт;400;8;;;;;;3200;600;;
2327;2123-3506060Tr;;Шланг передний тормозной 23 Trialli;;397;шт;500;0;;;;;;0;;;
2328;2121-3506060Tr;;Шланг передний тормозной 21 длинный Trialli;;418;шт;550;3;;;;;;1650;1493;;
2329;2121-3506061Tr;;Шланг передний тормозной 21 короткий Trialli;;418;шт;550;3;;;;;;1650;;;
2330;2101-3506085Tr;;Шланг задний тормозной 01 Trialli;;281;шт;400;2;;;;;;800;;;
2331;2101-1303095;;Шланг расширительного бачка 01;25;;шт;200;4;;;;;;800;;;
2332;2101-1014056;;Шланг сапуна 06;22;;шт;180;4;;;;;;720;;;
2333;2108-1014056;;Шланг сапуна 09;32;;шт;250;6;;;;;;1500;;;
2334;;;Шланг сцепления 06 ГОСТ;96;;шт;700;0;;;;;;0;;;
2335;2101-1602590;;Шланг сцепления 06 деш;75;;шт;550;5;;;;;;2750;;;
2336;2101-1602575;;Шланг тормозной жидкости красный;18;;шт;150;14;;;;;;2100;;;
2337;2101-3706604;;Шланг тромблера силикон;19;;шт;150;9;;;;;;1350;;;
2338;2123-1104226/20/10;;Шланги топливные Шеви ;550;;кт;4200;0;;;;;;0;;;
2339;2101-12430721/821;;Шпилька распредвала ;5;;шт;50;0;;;;;;0;;;
2340;;;Шпилька выхлопного коллектора с гайкой;12;;шт;100;0;;;;;;0;;;
2341;2101-1020592;;Шпонка 01;;80;шт;100;0;;;;;;0;;;
2342;2108-1005017;;Шпонка 08;7;;шт;70;0;;;;;;0;;;
2343;2108-1005031;;Шпонка шестерни трубчатая 08;4;40;шт;100;0;;;;;;0;;;
2344;1001;;Штекер бензостанции;20;;шт;400;0;;;;;;0;;;
2345;2101-1106166;;Шток бензонасоса 01;26;110;шт;200;14;;;;;;2800;;;
2346;2108-1703024СБ;;Шток выбора передач 08-010 в сборе;;;шт;1600;0;;;;;;0;;;
2347;2108-1703024;;Шток выбора передач 08-010 голый;;;шт;600;0;;;;;;0;;;
2348;;;Щ;;;;;0;;;;;;0;;;
2349;;*;Щеткодержатель 01 ;3;;шт;150;0;;;;;;0;;;
2350;2110-3708340;;Щетки стартера 010;130;;шт;1000;2;;;;;;2000;;;
2351;2101-3708340;;Щетки стартера 06;11;;кт;330;8;;;;;;2640;;;
2352;2101-5205070;;Щетки стеклоочистителя 01;50;;кт;300;8;;;;;;2400;;;
2353;2110-5205070;;Щетки стеклоочистителя 010;80;;кт;600;7;;;;;;4200;;;
2354;2108-5205070;;Щетки стеклоочистителя 09;55;;кт;450;5;;;;;;2250;;;
2355;2110-5205065/66;;Щеткодержатель 010;300;;кт;2200;0;;;;;;0;;;
2356;;;Щеткодержатель 09 ;130;;кт;1000;0;;;;;;0;;;
2357;2110-3801010;;Щиток прибора 010 ;2000;14598;шт;17500;0;;;;;;0;;;
2358;2115-3801010;;Щиток прибора 015;2350;14391;шт;17500;0;;;;;;0;;;
2359;21213-3801010;;Щиток прибора 213;2700;17673;шт;22000;1;;;;;;22000;;;
2360;;;Э;;;;;0;;;;;;0;;;
2361;2101-2202120;;Эластичная муфта 07;165;;шт;1300;6;;;;;;7800;;;
2362;2101-2202120К;*;Эластичная муфта 07 ;16;;шт;650;2;;;;;;1300;;;
2363;2123-2202120;;Эластичная муфта Шеви;335;;шт;2500;2;;;;;;5000;;;
2364;2103-1300025СБ;;Электровентелятор 07 в сборе;6800;;шт;4800;0;;;;;;0;;;
2365;2108-1300025СБ;;Электровентелятор 08 в сборе;750;;шт;5500;0;;;;;;0;;;
2366;2110-1300025СБ;;Электровентелятор 2110 в сборе;650;;шт;4700;0;;;;;;0;;;
2367;21214-1300024-43;;Электровентелятор 214 в сборе;1750;7880;шт;13000;1;;;;;;13000;;;
2368;21214-1300025;;Электровентелятор 214 голый Лузар;;4352;шт;5300;1;;;;;;5300;;;
2369;2109-1300025;;Электровентелятор 03-08 голый 8-ми лоп Лузар;;3700;шт;4400;2;;;;;;8800;;;
2370;2109-1300025К;*;Электровентилятор 03-08 голый Truckman;;2560;шт;3200;2;;;;;;6400;;;
2371;2123-1300025-01;;Электровентелятор Шеви в сборе;2500;;шт;18500;0;;;;;;0;;;
2372;1118-1300025;;Электровентелятор Шеви, Калина голый Лузар;;5311;шт;6400;2;;;;;;12800;;;
2373;1118-1300025СБ;;Электровентилятор 1118 в сборе;1200;;шт;9000;2;;;;;;18000;;;
2374;1118-8112010-10;;Электровентилятор кондиционера 1118;1100;;шт;9000;0;;;;;;0;;;
2375;2190-8112010;;Электровентилятор кондиционера Гранта;;10800;шт;13000;2;;;;;;26000;;;
2376;1118-8112030;;Электровентилятор кондиционера Приора Panasonic;1250;;шт;9500;0;;;;;;0;;;
2377;2170-1305012-10;;Электровентилятор Приора в сборе двойной Halla;2300;;шт;18000;0;;;;;;0;;;
2378;2190-1332025-11;;Электровентилятор Гранта в сборе;2000;8244;шт;13000;1;;;;;;13000;;;
2379;8200779073;;"Электровентилятор Ларгус Лузар ""0955""";;8054;шт;10000;0;;;;;;0;;;
2380;8200765566;;"Электровентилятор Ларгус Лузар с конд ""0966""";;10116;шт;12500;0;;;;;;0;;;
2381;2103-1107420;;Электромагнитный клапан 07;300;;шт;400;0;;;;;;0;;;
2382;2108-1107420;;Электромагнитный клапан 08;567;;шт;650;0;;;;;;0;;;
2383;21082-1306010;;Элемент термостата 010 Лузар;250;;шт;1700;3;;;;;;5100;;;
2384;1118-1306030;;Элемент термостата 1117 Лузар;;1181;шт;1500;1;;;;;;1500;;;
2385;;;ЭПХА;;;шт;200;0;;;;;;0;;;
2386;;;Я;;;;;0;;;;;;0;;;
2387;2101-3701200;;Якорь генератора 01;550;;шт;4000;1;;;;;;4000;;;
2388;2110-3701200н/об;;Якорь генератора 010 н/об;;;шт;5500;0;;;;;;0;;;
2389;2110-3701200ст/об;;Якорь генератора 010 ст/об;;;шт;5500;0;;;;;;0;;;
2390;2108-3701200;;Якорь генератора 08;650;3197;шт;4000;1;;;;;;4000;;;
2391;2101-3708200;;Якорь стартера 01;580;;шт;4000;1;;;;;;4000;;;
2392;2110-3708200;;Якорь стартера 010;650;2735;шт;4000;0;;;;;;0;;;
2393;2108-3708200;;Якорь стартера 09;490;2948;шт;3600;0;;;;;;0;;;
2394;;;Якорь стартера 01 белар;;;шт;2700;0;;;;;;0;;;
2395;;;Якорь стартера 08 белар;;2100;шт;2700;0;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;; ;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;; ;;;;;;;;;;;0;;;
;;; ;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
