№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
301;306200650R;;Цилиндр рабочего сцепления в сборо с подш Ларгус Renault;;14556;шт;17500;1;;;;;;17500;600116;;
302;7701044850;;Цилиндр рабочий тормозной задний Ларгус Asam;;1412;шт;2500;1;;;;;;2500;600958;;
303;;;Ш;;;;;0;;;;;;0;;;
304;8200876298;;Шайба верхняя опоры амортизатора Логан Asam;;567;шт;1000;4;;;;;;4000;600979;;
305;545000138R;;Шаровая опора Дастер Febest;;2888;шт;4000;2;;;;;;8000;600883;;
306;6040096057;;Шаровая опора Ларгус Белмаг;;790;шт;1500;2;;;;;;3000;600574;;
307;8200246248;;Шкив ГУР Ларгус Asam;;2003;шт;3500;1;;;;;;3500;600388;;
308;7700273916;;Шкив коленвала Логан 1.4-1.6 Asam;;6447;шт;9000;1;;;;;;9000;600997;;
309;6001551098;;Шланг тормозной передний без АБС Ларгус Pilenga;;609;шт;1500;4;;;;;;6000;600345;;
310;6001547819;;Шланг тормозной передний Логан Asam;;498;шт;1500;4;;;;;;6000;600980;;
311;8200958352;;Шланг тормозной передний с АБС Ларгус Triscan;;1061;шт;2000;4;;;;;;8000;600642;;
312;;;Щ;;;;;0;;;;;;0;;;
313;7700416374щетки;;Щетки стартера Логан Asam;;2092;шт;3500;3;;;;;;10500;600969;;
314;;;Э;;;;;0;;;;;;0;;;
315;6001550770;;Электровентилятор Luzar охлаждения Ларгус LFc0970 ;;7109;шт;10000;1;;;;;;10000;600612;;
316;8200765566;;Электровентилятор Luzar охлаждения Ларгус с конд LFc0966;;10876;шт;15000;1;;;;;;15000;118340;;
317;6001548235;;Эмблема Renault Логан;;245;шт;700;2;;;;;;1400;600639;;
;;;;;;;;;;;;;;0;;;
;;; ;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;; ;;;;;;;;;;;0;;;
;;; ;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
;;;;;;;;;;;;;;0;;;
