№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
1302;21126-1004015М-У31-1;;Поршня Приора 82.50 н/об;1500;7932;кт;10000;0;;;;;;0;;;
1303;21116-1004015М-У;;Поршня Гранта 82.00 н/об ;;7932;кт;10000;0;;;;;;0;;;
1304;21116-1004015М-У1;;Поршня Гранта 82.50 н/об ;;7932;кт;10000;0;;;;;;0;;;
1305;2101-1004015-00Т;;Поршня Ташкент 01 76.0 ;;2800;кт;3400;1;;;;;;3400;;;
1306;2101-1004015-31Т;;Поршня Ташкент 01 76.4;;2800;кт;3400;1;;;;;;3400;;;
1307;2101-1004015-32Т;;Поршня Ташкент 01 76.8;;2800;кт;3400;2;;;;;;6800;;;
1308;21011-1004015-00Т;;Поршня Ташкент 05 79.0;;2800;кт;3400;0;;;;;;0;;;
1309;21011-1004015-31Т;;Поршня Ташкент 05 79.4;;2800;кт;3400;1;;;;;;3400;;;
1310;21011-1004015-32Т;;Поршня Ташкент 05 79.8;;2800;кт;3400;1;;;;;;3400;;;
1311;21011-1004015-23;;Поршня Ташкент 05 80.0;;2800;кт;3400;1;;;;;;3400;;;
1312;2108-1004015-00Т;;Поршня Ташкент 08 76.0;;2800;кт;3400;1;;;;;;3400;;;
1313;2108-1004015-31Т;;Поршня Ташкент 08 76.4;;2800;кт;3400;1;;;;;;3400;;;
1314;2108-1004015-32Т;;Поршня Ташкент 08 76.8;;2800;кт;3400;1;;;;;;3400;;;
1315;21083-1004015-00Т;;Поршня Ташкент 083 82.0;;2950;кт;3500;2;;;;;;7000;;;
1316;21083-1004015-31Т;;Поршня Ташкент 083 82.4;;2950;кт;3500;1;;;;;;3500;;;
1317;21083-1004015-32Т;;Поршня Ташкент 083 82.8;;2950;кт;3500;1;;;;;;3500;;;
1318;21213-1004015-00Т;;Поршня Ташкент 213 82.0;;2950;кт;3500;0;;;;;;0;;;
1319;21213-1004015-31Т;;Поршня Ташкент 213 82.4;;2950;кт;3500;0;;;;;;0;;;
1320;21213-1004015-32Т;;Поршня Ташкент 213 82.8;;2950;кт;3500;1;;;;;;3500;116707;;
1321;2101-1004015-00;;Поршня Харьков 01 76.0;;3496;кт;4500;2;;;;;;9000;116706;;
1322;2101-1004015-31;;Поршня Харьков 01 76.4;;3496;кт;4500;1;;;;;;4500;116092;;
1323;2101-1004015-32;;Поршня Харьков 01 76.8;;3496;кт;4500;1;;;;;;4500;116093;;
1324;21011-1004015-00;;Поршня Харьков 05 79.0;;3496;кт;4500;1;;;;;;4500;;;
1325;21011-1004015-31;;Поршня Харьков 05 79.4;;3496;кт;4500;1;;;;;;4500;8045;;
1326;21011-1004015-32;;Поршня Харьков 05 79.8;;3496;кт;4500;1;;;;;;4500;8046;;
1327;2108-1004015-00;;Поршня Харьков 08 76.0;;3718;кт;4500;1;;;;;;4500;8112;;
1328;2108-1004015-31;;Поршня Харьков 08 76.4;;3718;кт;4500;0;;;;;;0;6327;;
1329;2108-1004015-32;;Поршня Харьков 08 76.8;;3869;кт;4500;1;;;;;;4500;Т6698;;
1330;21083-1004015-00;;Поршня Харьков 083 82.0;;3681;кт;4500;0;;;;;;0;Т6699;;
1331;21083-1004015-31;;Поршня Харьков 083 82.4;;3681;кт;4500;2;;;;;;9000;С7210;;
1332;21083-1004015-32;;Поршня Харьков 083 82.8;;3681;кт;4500;1;;;;;;4500;С7209;;
1333;2110-1004015-00;;Поршня Харьков 2110 82.0;;3718;кт;4500;1;;;;;;4500;;;
1334;2110-1004015-31;;Поршня Харьков 2110 82.4;;3869;кт;4500;1;;;;;;4500;;;
1335;2110-1004015-32;;Поршня Харьков 2110 82.8;;3718;кт;4500;2;;;;;;9000;;;
1336;2112-1004015-00;;Поршня Харьков 2112 82.0;;3718;кт;4500;0;;;;;;0;;;
1337;2112-1004015-31;;Поршня Харьков 2112 82.4;;3718;кт;4500;0;;;;;;0;;;
1338;2112-1004015-32;;Поршня Харьков 2112 82.8;;3718;кт;4500;0;;;;;;0;;;
1339;21213-1004015-00;;Поршня Харьков 213 82.0;;3869;кт;4500;1;;;;;;4500;;;
1340;21213-1004015-31;;Поршня Харьков 213 82.4;;3757;кт;4500;1;;;;;;4500;;;
1341;21213-1004015-32;;Поршня Харьков 213 82.8;;3869;кт;4500;1;;;;;;4500;;;
1342;2101-1006093-00;;Постель распредвала ВАЗ;;1600;шт;2000;1;;;;;;2000;;;
1343;поршняMS79.0;;Поршня MS 79.0;;;кт;1500;8;;;;;;12000;;;
1344;2121-2215011Д;;Привод 213 в сборе деш левый;3500;;шт;13500;0;;;;;;0;;;
1345;2121-2215010Д;;Привод 213 в сборе деш правый;3500;;шт;13500;0;;;;;;0;;;
1346;2123-2215011Д;;Привод 23 в сборе деш левый;3500;;шт;13500;0;;;;;;0;;;
1347;2123-2215010Д;;Привод 23 в сборе деш правый;3500;;шт;13500;0;;;;;;0;;;
1348;2121-2215011Б;;Привод 2121 Белмаг левый;;10548;шт;12700;1;;;;;;12700;;;
1349;2121-2215010Б;;Привод 2121 Белмаг правый;;10548;шт;12700;0;;;;;;0;;;
1350;2123-2215011Б;;Привод 2123 Белмаг левый;;9045;шт;12000;0;;;;;;0;;;
1351;2123-2215010Б;;Привод 2123 Белмаг правый;;9045;шт;12000;0;;;;;;0;;;
1352;2108-3802820;;Привод спидометра 09 жел;25;;шт;300;0;;;;;;0;;;
1353;2101-1702150;;Привод спидометра 07 12 з. ;145;;шт;1200;0;;;;;;0;;;
1354;2106-1702150;;Привод спидометра 07 13 з.;145;;шт;1200;1;;;;;;1200;;;
1355;2103-1702150;;Привод спидометра 07 9 з.;145;;шт;1200;4;;;;;;4800;;;
1356;21213-3802834;;Привод спидометра 213;;99;шт;200;4;;;;;;800;52;;
1357;2110-2215011;;Привод 2110 ВАЗ левый;;9651;шт;11500;0;;;;;;0;;;
1358;2110-2215010;;Привод 2110 ВАЗ правый;;9651;шт;11500;1;;;;;;11500;1007;;
1359;2110-2215011Б;;Привод 2110 Белмаг левый;;8041;шт;10500;0;;;;;;0;;;
1360;2110-2215010Б;;Привод 2110 Белмаг правый;;8552;шт;10500;0;;;;;;0;1151;;
1361;2121-2215011В;;Привод 213 ВАЗ левый;4900;;шт;13500;0;;;;;;0;;;
1362;2121-2215010В;;Привод 213 ВАЗ правый;4900;;шт;13500;0;;;;;;0;;;
1363;2123-2215011В;;Привод Шеви ВАЗ левый;5200;9150;шт;15000;0;;;;;;0;;;
1364;2123-2215010В;;Привод Шеви ВАЗ правый;5200;12692;шт;15000;0;;;;;;0;Т6537;;
1365;2106-3725010;;Прикуриватель 01 зав;145;;шт;1100;2;;;;;;2200;;;
1366;2108-3725010;;Прикуриватель 09 зав;175;;шт;1400;0;;;;;;0;1080;;
1367;1002;;Провод бензостанции внутренний;50;;шт;400;0;;;;;;0;;;
1368;21214-3707080;;Провода свечные 073;260;;кт;1900;0;;;;;;0;х5732;;
1369;2108-3707080К;*;Провода свечные 09 ;;;кт;400;0;;;;;;0;4081;;
1370;2101-3707080MS;;Провода свечные 2107 Мастер;160;690;кт;850;7;;;;;;5950;;;
1371;2108-3707080MS;;Провода свечные 2109 Мастер;240;690;кт;850;7;;;;;;5950;3818;;
1372;2111-3707080К;*;Провода свечные 2110 Slon;;664;кт;850;4;;;;;;3400;;;
1373;2111-3707080;;Провода свечные 2110 8 кл;250;;кт;1900;4;;;;;;7600;;;
1374;;;Провода свечные 2112 16 кл;530;;кт;3800;0;;;;;;0;;;
1375;2112-3707080MS;;Провода свечные 2112 16 кл Мастер;;500;кт;2000;2;;;;;;4000;;;
1376;2112-3707080Т;;Провода свечные 2112 16 кл Тесла;;2200;кт;2800;1;;;;;;2800;;;
1377;21213-3707080Н;;Провода свечные 213 HOLA;;650;кт;850;0;;;;;;0;;;
1378;21213-3707080MS;;Провода свечные 213 Мастер;;500;кт;800;3;;;;;;2400;;;
1379;21213-3707080К;*;Провода свечные 213 ХОРС ;;;кт;400;8;;;;;;3200;;;
1380;21213-3707080Т;;Провода свечные 213 Tesla;;990;кт;1200;2;;;;;;2400;;;
1381;21214-3707080;;Провода свечные 214;250;;кт;1900;3;;;;;;5700;;;
1382;21214-3707080MS;;Провода свечные 214 МАСТЕР;;990;кт;1200;4;;;;;;4800;;;
1383;2123-3707080;;Провода свечные Шеви;250;;кт;1900;1;;;;;;1900;;;
1384;21011-3724008;;Проводка 011 комплект;900;;кт;7000;1;;;;;;7000;;;
1385;2104-3724008;;Проводка 04 комплект;1600;;кт;12000;1;;;;;;12000;;;
1386;2105-3724008;;Проводка 05 комплект;1500;;кт;10500;0;;;;;;0;;;
1387;2105-3724026;;Проводка 07 коммутаторная;55;;шт;600;1;;;;;;600;у6390;;
1388;2107-3724008;;Проводка 07 комплект;1550;;кт;11500;0;;;;;;0;400;;
1389;2107-3724010;;Проводка 07 подкапотная;450;;кт;3400;2;;;;;;6800;129;;
1390;;;Проводка 07 подпанельная;450;;кт;8100;0;;;;;;0;;;
1391;2108-3724026;;Проводка 08 коммутаторная;85;;шт;650;2;;;;;;1300;;;
1392;2108-3724008;;Проводка 08 комплект низкая панель;1900;;кт;14000;0;;;;;;0;;;
1393;21083-3724008;;Проводка 083 высокая панель;1600;;кт;12000;1;;;;;;12000;;;
1394;2106-3724008;;Проводка 2106 комплект;1300;;кт;11000;0;;;;;;0;;;
1395;2106-3724010;;Проводка 2106 подкапотная;950;;кт;7000;0;;;;;;0;701;;
1396;21083-3724010;;Проводка 2109 подкапотная;8500;;кт;6400;1;;;;;;6400;1201;;
1397;2121-3724008;;Проводка 2121 комплект;1600;;кт;12000;1;;;;;;12000;х7253;;
1398;21213-3724026;;Проводка 213 коммутаторная;120;;шт;900;2;;;;;;1800;;;
1399;21213-3724008;;Проводка 213 комплект;2250;;кт;16000;1;;;;;;16000;66819;;
1400;21213-3724010;;Проводка 213 подкапотная;750;;кт;5600;0;;;;;;0;;;
1401;2106-3724030;;Проводка 06 щитка приборов (коса);80;;шт;1000;0;;;;;;0;;;
1402;2110кт 16кл;;Проводка 010 16кл комплект;;13400;кт;16000;0;;;;;;0;1267;;
1403;2110комп 8кл;;Проводка 010 8кл компьютерная;;11700;кт;14000;0;;;;;;0;216;;
1404;2110комп 16кл;;Проводка 010 16кл компьютерная;;11700;кт;14000;0;;;;;;0;962;;
1405;21011-1003020;;Прокладка ГБЦ 011;72;;шт;550;15;;;;;;8250;1251;;
1406;21083-1003020;;Прокладка ГБЦ 083;63;;шт;500;12;;;;;;6000;4185;;
1407;21083-1003020MS;;Прокладка ГБЦ 083 Мастер Спорт;;;шт;400;0;;;;;;0;4910;;
1408;2112-1003020;;Прокладка ГБЦ 2112;120;534;шт;900;3;;;;;;2700;3206;;
1409;21213-1003020;;Прокладка ГБЦ 213;72;;шт;550;24;;;;;;13200;67876;;
1410;2101-1003020Я;;Прокладка ГБЦ 03 76.0 Ярослав;34;;шт;250;4;;;;;;1000;111695;;
1411;2101-1003020;;Прокладка ГБЦ 03 76.0;72;;шт;550;14;;;;;;7700;261;;
1412;2108-1003020;;Прокладка ГБЦ 08 76.0 ;65;;шт;500;3;;;;;;1500;;;
1413;21011-1003020Я;;Прокладка ГБЦ 011 79.0 Ярослав;34;;шт;250;7;;;;;;1750;;;
1414;21214-1003020;;Прокладка ГБЦ 214 метал;550;;шт;4200;2;;;;;;8400;;;
1415;21116-1003020;;Прокладка ГБЦ Гранта;350;1107;шт;2000;1;;;;;;2000;;;
1416;11194-1003020;;Прокладка ГБЦ Калина;320;;шт;2400;0;;;;;;0;;;
1417;21126-1003020;;Прокладка ГБЦ Приора ;320;1111;шт;2000;1;;;;;;2000;;;
1418;21082-1148015;;Прокладка дроселя;9;;шт;100;2;;;;;;200;;;
1419;;;Прокладка редуктора заднего 01;7;;шт;50;8;;;;;;400;;;
1420;2101-1003270;;Прокладка клапаной крышки 01;27;137;шт;200;26;;;;;;5200;7478;;
1421;2101ПдвГОСТ;;Прокладки мелкие 01 завод;55;;кт;420;4;;;;;;1680;;;
1422;2108ПдвГОСТ;;Прокладки мелкие 08 завод;45;;кт;350;2;;;;;;700;7479;;
1423;2101Пдв;;Прокладки мелкие 01;;;кт;100;15;;;;;;1500;;;
1424;2108Пдв;;Прокладки мелкие 08  ;;;кт;100;11;;;;;;1100;;;
1425;2101Пкпп;;Прокладки КПП 06;10;;кт;100;22;;;;;;2200;;;
1426;2101-8101332;;Прокладка крана печки 06;4;;шт;30;35;;;;;;1050;117261;;
1427;2108-1003270;;Прокладка клапанной крышки 08 ;27;;шт;250;9;;;;;;2250;Т7092;;
1428;2112-1008636/38;;Прокладка пластикового коллектора Калина, Приора;45;;шт;500;0;;;;;;0;;;
1429;2121Ппред;;Прокладка редуктора переднего 213;20;;шт;150;3;;;;;;450;225;;
1430;2101-1107606;;Прокладка под карбюратор паронит;;40;шт;50;5;;;;;;250;;;
1431;2101-1107015;;Прокладка под карбюратор текстолит 06;10;;шт;100;6;;;;;;600;;;
1432;2107-1107015;;Прокладка под карбюратор текстолит 07;20;;шт;150;10;;;;;;1500;;;
1433;2108-1107015;;Прокладка под карбюратор текстолит 09;26;;шт;250;8;;;;;;2000;5245;;
1434;2101-1009070;;Прокладка поддона 01;31;;шт;230;11;;;;;;2530;;;
1435;2105-1009070;;Прокладка поддона 05 дв Мастер;;;шт;300;2;;;;;;600;;;
1436;2108-1009070;;Прокладка поддона 09;30;;шт;230;10;;;;;;2300;115372;;
1437;2103-1203020;;Прокладка приемной трубы 01;11;;шт;80;21;;;;;;1680;121990;;
1438;2112-1203020;;Прокладка приемной трубы 16 кл;40;;шт;350;2;;;;;;700;4445;;
1439;2110-1203021;;Прокладка приемной трубы 2170 треугольная;15;;шт;150;1;;;;;;150;;;
1440;2123-1203020;;Прокладка приемной трубы Шеви;15;;шт;200;2;;;;;;400;;;
1441;2123-10008050;;Прокладка рессивера 2123;;101;шт;200;2;;;;;;400;;;
1442;2101-1109129;;Прокладка уплотнител возд фильтра 09 ;38;;шт;300;0;;;;;;0;364;;
1443;2101-1109129СБ;;Прокладка уплотнител возд фильтра 09 в сборе;43;;кт;400;3;;;;;;1200;4456;;
1444;;;Прокладка 2112 железная;45;;шт;350;0;;;;;;0;4438;;
1445;76.0Ккт;*;Прокладки двигателя 76.0 кт;18;650;кт;800;0;;;;;;0;4868;;
1446;79.0Ккт;*;Прокладки двигателя 79.0 кт;9;650;кт;800;0;;;;;;0;4442;;
1447;76.0Ркт;;Прокладки двигателя 76.0 кт;;996;кт;1200;9;;;;;;10800;4444;;
1448;79.0Ркт;;Прокладки двигателя 79.0 кт;;996;кт;1200;7;;;;;;8400;4440;;
1449;82.083Ркт;;Прокладки двигателя 82.0 083 кт;;996;кт;1200;4;;;;;;4800;;;
1450;82.0213Ркт;;Прокладки двигателя 82.0 213 кт;;996;кт;1200;2;;;;;;2400;4441;;
1451;2101-1008081;;Прокладки коллектора 01;40;;кт;350;8;;;;;;2800;;;
1452;2101-1008081Я;;Прокладки коллектора 01 деш;15;;кт;120;5;;;;;;600;4437;;
1453;2108-1008081;;Прокладки коллектора 08;45;;кт;350;6;;;;;;2100;4439;;
1454;21124-1008089;;Прокладки коллектора 1.6 16 кл;100;;шт;900;1;;;;;;900;Т4445;;
1455;21114-1008080;;Прокладки коллектора 1.6 8 кл;250;;шт;2000;1;;;;;;2000;;;
1456;2112-1008081;;Прокладки коллектора 2112 16кл;95;;кт;700;0;;;;;;0;;;
1457;2123-1008081-01;;Прокладки коллектора 214;60;;шт;450;1;;;;;;450;120651;;
1458;2123-1008081-10;;прокладки коллектора 214 метал;250;;шт;2000;2;;;;;;4000;3884;;
1459;2121Празд;;Прокладки раздатки 213;24;;кт;200;5;;;;;;1000;6736;;
1460;2101-1011235;;Пром вал 01 ВАЗ;200;777;шт;1250;4;;;;;;5000;1334;;
1461;2101-1011235КААЗ;;Пром вал 01 КААЗ;120;;шт;900;7;;;;;;6300;4858;;
1462;21213-2202010Б;;Промежуточный кардан 213 Россия;870;;шт;7500;0;;;;;;0;;;
1463;21213-2202010К;;Промежуточный кардан 213 Китай в сборе;;4200;шт;5250;0;;;;;;0;;;
1464;2131-2202010;;Промежуточный кардан 31;1600;;шт;11500;1;;;;;;11500;;;
1465;2123-2202010;;Промежуточный кардан Шеви;1500;6318;шт;11500;1;;;;;;11500;;;
1466;2121-2202010;;Промежуточный кардан 2121 на крестовине;1400;;шт;11000;0;;;;;;0;;;
1467;21213-2202010В;;Промежуточный кардан 21213 ВАЗ;;9841;шт;14000;2;;;;;;28000;;;
1468;2101-1106165;;Проставка бензонасоса 01;22;;шт;200;11;;;;;;2200;1348;;
1469;2111-2912712;;Пружины задние 111 ВАЗ;;2757;кт;4000;1;;;;;;4000;;;
1470;;;Пружина капота 09;5;;шт;50;0;;;;;;0;;;
1471;2101-2902712К;*;Пружины передние 01 ;;2300;кт;3000;1;;;;;;3000;;;
1472;;;Пружина с болтами на катализатор 2110;28;;кт;350;0;;;;;;0;7514;;
1473;2101-1701170;;Пружина синхронизатора 01;;;шт;100;3;;;;;;300;;;
1474;2102-2912712;;Пружины задние 02 ВАЗ;650;4092;кт;4900;1;;;;;;4900;;;
1475;2101-2912712;;Пружины задние 06 ВАЗ;540;4082;кт;4900;1;;;;;;4900;4958;;
1476;2108-2912712;;Пружины задние 099 ВАЗ;450;2919;кт;4000;1;;;;;;4000;1429;;
1477;;;Пружины задние 2109 ВАЗ;540;3278;кт;4000;0;;;;;;0;3955;;
1478;2110-2912712;;Пружины задние 2110 ВАЗ;;2716;кт;3800;2;;;;;;7600;;;
1479;2121-2912712;;Пружины задние 21213 ВАЗ;500;3379;кт;4800;1;;;;;;4800;;;
1480;;;Пружины передние 010 ВАЗ;2600;3104;кт;3800;0;;;;;;0;;;
1481;2108-2902712;;Пружины передние 08 ВАЗ;540;3381;кт;4100;1;;;;;;4100;;;
1482;2101-2902712;;Пружины передние 2106 ВАЗ;510;2978;кт;3900;1;;;;;;3900;;;
1483;2121-2902712;;Пружины передние 213 ВАЗ;520;3539;кт;4300;1;;;;;;4300;;;
1484;2170-2902712;;Пружины передние Приора;1100;5377;кт;7000;1;;;;;;7000;;;
1485;2123-2912712;;Пружины задние Шеви ВАЗ ;660;;кт;4800;1;;;;;;4800;;;
1486;2123-2902712;;Пружины передние Шеви ВАЗ ;1100;3911;кт;5500;1;;;;;;5500;;;
1487;2121-3501163;;Пряжка на челюсть 213;75;;шт;600;4;;;;;;2400;116533;;
1488;2108-1203073-20;;Пряники глушителя 09;9;;кт;330;13;;;;;;4290;118897;;
1489;2101-1601211;;Пыльник вилки сцепления 01;24;;шт;180;2;;;;;;360;120836;;
1490;2108-1601211;;Пыльник вилки сцепления 09;17;;шт;150;0;;;;;;0;у4482;;
1491;2110-1601211;;Пыльник вилки сцепления 010;18;;шт;150;0;;;;;;0;118333;;
1492;2121-2215068;;Пыльник гранаты 21 внутренний ;18;;шт;150;8;;;;;;1200;;;
1493;2108-2215068;;Пыльник гранаты 08 внутренний;16;;шт;150;9;;;;;;1350;;;
1494;2108-2215030;;Пыльник гранаты 08 наружный;16;;шт;150;6;;;;;;900;1048;;
1495;2121-2215030;;Пыльник гранаты 21 наружный ;18;;шт;150;5;;;;;;750;;;
1496;2108-2915681;;Пыльник амортизатора 08 задний;40;;шт;300;4;;;;;;1200;116961;;
1497;2101-1103096;;Пыльник кулисы 06 малый;14;50;шт;150;14;;;;;;2100;8179;;
1498;2108-1703182;;Пыльник кулисы 08;25;;шт;200;7;;;;;;1400;;;
1499;2110-2905681;;Пыльник амортизатора 010 передний;50;;шт;400;4;;;;;;1600;68268;;
1500;2108-2902814;;Пыльник амортизатора 09 передний;7;;шт;100;6;;;;;;600;;;
1501;2121-2215038-01;;Пыльник гранаты 21 пластмасовый ;11;;шт;200;2;;;;;;400;1136;;
1502;21213-2202068;;Пыльник промкардана 213;29;;шт;250;0;;;;;;0;1301;;
1503;21213-2202068ремк;;Пыльник промкардана ремкомпл 21213;80;;кт;600;1;;;;;;600;;;
1504;2123-2202068ремк;;Пыльник промкардана ремкомпл 2123;130;;кт;1000;1;;;;;;1000;1930;;
1505;2110-3401224;;Пыльник рейки 010;110;;шт;750;1;;;;;;750;7542;;
1506;2108-3401224;;Пыльник рейки 08;80;;шт;650;1;;;;;;650;;;
1507;;;Пыльник рейки 08 ВАЗ;100;;шт;750;1;;;;;;750;С7155;;
1508;;;Пыльник рулевых тяг 01;12;;шт;90;0;;;;;;0;;;
1509;2108-3414077;;Пыльник рулевых тяг 08 ;;16;шт;50;0;;;;;;0;121441;;
1510;;;Пыльник рычага КПП 01 ;50;;шт;100;0;;;;;;0;118071;;
1511;2108-1703282;;Пыльник рычага КПП 08 салон пирамидка;40;;шт;300;2;;;;;;600;120093;;
1512;2108-3501019;;Пыльник суппорта 08 (на направляющий);4;;шт;50;5;;;;;;250;120092;;
1513;2101-2904070;;Пыльник шаровой 01;20;;шт;150;11;;;;;;1650;;;
1514;2108-2904070;;Пыльник шаровой 08;20;;шт;100;0;;;;;;0;117121;;
1515;2121-1803027;;Пыльник штока раздатки;24;;шт;200;5;;;;;;1000;70925;;
1516;;;Р;;;;;0;;;;;;0;70551;;
1517;2172-1300008P;;Радиатор кондиционера 1118 Панасоник;2900;;шт;21800;0;;;;;;0;;;
1518;2190-1300008;;Радиатор кондиционера Гранта;3600;18733;шт;23000;1;;;;;;23000;х6902;;
1519;21703-1301008-00P;;Радиатор кондиционера Приора Панасоник;2800;;шт;21000;0;;;;;;0;у4481;;
1520;21703-1301008-00H;;Радиатор кондиционера Приора Халла;3850;;шт;25000;0;;;;;;0;9676;;
1521;8200741257;;Радиатор кондиционера Ларгус М/А Лузар LRAC0961;;11221;шт;14000;0;;;;;;0;600131;;
1522;2112-1301012;;Радиатор основной 010;750;4200;шт;5400;0;;;;;;0;118334;;
1523;2112-1301012К;*;Радиатор основной 2110 ;;;шт;3000;1;;;;;;3000;;;
1524;2106-1301012;;Радиатор основной 06;700;;шт;5200;1;;;;;;5200;7863;;
1525;2106-1301012К;*;Радиатор основной 06 ;63;3030;шт;3650;2;;;;;;7300;;;
1526;2106-1301012М;;Радиатор основной 06 медный;;9407;шт;11800;0;;;;;;0;;;
1527;2107-1301012;;Радиатор основной 07;730;4035;шт;5250;1;;;;;;5250;;;
1528;2107-1301012К;*;Радиатор основной 07 ;63;3247;шт;3900;2;;;;;;7800;с7156;;
1529;21073-1301012;;Радиатор основной 07 инж;890;4800;шт;6700;1;;;;;;6700;с7157;;
1530;21073-1301012К;;Радиатор основной 07 инж деш;;3492;шт;4500;0;;;;;;0;66151;;
1531;2107-1301012М;;Радиатор основной 07 медный;;10435;шт;12500;1;;;;;;12500;66150;;
1532;2108-1301012;;Радиатор основной 08;750;4300;шт;5400;1;;;;;;5400;;;
1533;2108-1301012К;*;Радиатор основной 08 ;;2400;шт;3500;2;;;;;;7000;68269;;
1534;2121-1301012М;;Радиатор основной 2121 медный;;12300;шт;15000;0;;;;;;0;117180;;
1535;21213-1301012;;Радиатор основной 213;900;5713;шт;6900;1;;;;;;6900;Т1317;;
1536;21213-1301012К;*;Радиатор основной 213 ;;3000;шт;4500;2;;;;;;9000;120454;;
1537;21214-1301012;;Радиатор основной 214;1050;6164;шт;7500;1;;;;;;7500;600484;;
1538;21214-1301012К;*;Радиатор основной 214 Truckman;;3303;шт;4500;1;;;;;;4500;;;
1539;2190-1300010-01ун;;Радиатор основной Гранта универсальный Лузар;;10532;шт;17000;0;;;;;;0;;;
1540;2190-1301012-01;;Радиатор основной Гранта без кондиц Лузар МКПП;;14932;шт;18000;1;;;;;;18000;;;
1541;21902-1301012-10;;Радиатор основной Гранта с кондиц АКПП Лузар;;19940;шт;25000;1;;;;;;25000;;;
1542;21902-1301012-00;;Радиатор основной Гранта с кондиц МКПП Лузар;3600;;шт;25000;1;;;;;;25000;;;
1543;21902-130008-10;;Радиатор осн Гранта с кондиц МКПП в сб с трубопроводом;;26565;шт;38000;0;;;;;;0;;;
1544;21902-130008-11;;Радиатор осн Гранта с кондиц АКПП в сб с трубопроводом;;45701;шт;60000;0;;;;;;0;187;;
1545;1118-1301012;;Радиатор основной Калина;960;;шт;7000;0;;;;;;0;;;
1546;2170-1301012;;Радиатор основной Приора;850;;шт;6500;1;;;;;;6500;7200;;
1547;2170-1301012П;;Радиатор основной Приора без кондиц Пекар;;3441;шт;4500;0;;;;;;0;;;
1548;2172-1301012-40;;Радиатор основной Приора с кондиц Лузар Панасоник;;13106;шт;16000;0;;;;;;0;1765;;
1549;2170-1301012-51;;радиатор основной Приора с кондиц ЛУЗАР Халла;;14427;шт;17200;0;;;;;;0;2048;;
1550;2123-1301012;;Радиатор основной Шеви;;5632;шт;7200;0;;;;;;0;;;
1551;8200735038;;Радиатор основной Ларгус без конд Лузар Lrc0938 Лузар;;8657;шт;11000;1;;;;;;11000;69198;;
1552;8200735039;;Радиатор основной Ларгус с кондиционером Лузар Lrc08139;;8794;шт;11000;0;;;;;;0;120001;;
1553;2105-8101060К;*;Радиатор печки 06 ;31;;шт;1800;0;;;;;;0;1886;;
1554;2108-8101060;;Радиатор печки 08 Лузар;;1648;шт;2500;1;;;;;;2500;Т6695;;
1555;2108-8101060К;*;Радиатор печки 08  ;31;;шт;2000;3;;;;;;6000;1054;;
1556;2101-8101050Л;;Радиатор печки 01 Лузар медный;;5900;шт;7200;0;;;;;;0;113571;;
1557;2101-8101050И;;Радиатор печки 2101 Иран медный;;4200;шт;5500;0;;;;;;0;7338;;
1558;2105-8101060;;Радиатор печки 2106 Лузар;1600;;шт;2250;2;;;;;;4500;1958;;
1559;2101-8101060;;Радиатор печки 2107 Лузар;350;1571;шт;2500;2;;;;;;5000;4015;;
1560;2111-8101050;;Радиатор печки 2110 н/об Лузар;370;;шт;2800;2;;;;;;5600;;;
1561;2110-8101060;;Радиатор печки 2110 ст/об Лузар;340;;шт;2500;1;;;;;;2500;т9209;;
1562;2110-8101060MS;;Радиатор печки 2110 ст/об Мастер ;;;шт;2000;1;;;;;;2000;6457;;
1563;1118-8101060;;Радиатор печки Калина Лузар;;1944;шт;2500;1;;;;;;2500;9023;;
1564;2170-8101060-10;;Радиатор печки Приора с кондиц Лузар Халла;450;4246;шт;5200;1;;;;;;5200;5861;;
1565;2123-8101060;;Радиатор печки Шеви;260;;шт;3000;1;;;;;;3000;1404;;
1566;2190-8101060;;Радиатор печки Гранта;;5800;шт;7000;1;;;;;;7000;;;
1567;6001547484;;Радиатор печки Ларгус Лузар;;4527;шт;5500;1;;;;;;5500;;;
1568;21213-1800020;;Раздатка 213;7800;;шт;56000;0;;;;;;0;66258;;
1569;21214-1800020;;Раздатка 214;9700;;шт;56000;0;;;;;;0;67055;;
1570;2123-1800020;;Раздатка Шеви;8800;;шт;64000;0;;;;;;0;;;
1571;1119-1144010-01;;Рампа 1.6 16кл ;;3200;шт;4000;0;;;;;;0;у6750;;
1572;21214-1007180;;Рампа 214 масляная ст/об деш;370;;шт;3500;1;;;;;;3500;67153;;
1573;21214-1007180ГОСТ;;Рампа 214 маслянная ст/об завод;730;;шт;5500;0;;;;;;0;;;
1574;21214-1007180-30;;Рампа Шеви масляная н/об деш;450;;шт;5000;1;;;;;;5000;882;;
1575;;;Распредвал 01 ВАЗ голый;;5218;шт;6300;0;;;;;;0;;;
1576;2101-1006008Д;;Распредвал 01 деш в сборе;850;;шт;6400;1;;;;;;6400;;;
1577;2101-1006008;;Распредвал 01 ВАЗ в сборе;820;4676;шт;7000;2;;;;;;14000;;;
1578;2111-1006015-00;;Распредвал 010;780;3700;шт;5000;1;;;;;;5000;;;
