№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
548;2103-1309010;;Диффузор 06 на электрический;150;;шт;1100;2;;;;;;2200;600548;;
549;21073-1309008;;Диффузор 073 (инжектор);150;;шт;1100;0;;;;;;0;67509;;
550;;;Диффузор 01-07 принудительный универсальный;70;;шт;600;1;;;;;;600;х6351;;
551;2105-1309016-10;;Диффузор 07 принудительный;90;;шт;700;5;;;;;;3500;ф4527;;
552;2108-1309010;;Диффузор 09;150;;шт;1100;0;;;;;;0;;;
553;2110-1309016-10;;Диффузор 010;150;;шт;1100;0;;;;;;0;;;
554;21213-130901100/130901400;;Диффузор 213;260;1556;кт;2600;1;;;;;;2600;;;
555;2108-2303018-00;;Дифференциал 08 голый;;;шт;2800;0;;;;;;0;;;
556;;;Диффузор 213 отдельно верх;;1045;шт;1300;0;;;;;;0;;;
557;5443;;Домики 08;165;500;кт;600;2;;;;;;1200;318;;
558;2112-1148200;;ДПДЗ 010;130;;шт;1000;2;;;;;;2000;3211;;
559;7701044743;;ДПДЗ Ларгус TSN;;2164;шт;2700;0;;;;;;0;;;
560;2112-1148010-12;;Дросельная заслонка 010 мех;750;;шт;5700;1;;;;;;5700;113864;;
561;21126-1148010;;Дросельная заслонка Приора 126 электронная;3800;;шт;20000;0;;;;;;0;Т6765;;
562;21116-1148010;;Дросельная заслонка 2114 116 электронная;3900;;шт;20000;0;;;;;;0;Т6764;;
563;;;Ж;;; ;;0;;;;;;0;Т6763;;
564;;;жаровня на стартер 01;26;;шт;200;0;;;;;;0;Т6762;;
565;;;З;;; ;;0;;;;;;0;;;
566;2107-1701184;;Заглушка крышки 5ск 07 ;75;;шт;600;0;;;;;;0;;;
567;2121-1702182;;Заглушка на привод спидометра 213;4;;шт;150;0;;;;;;0;;;
568;2101-1432990-1;;Заглушки блока 07;25;;кт;300;1;;;;;;300;;;
569;2108-1432990;;Заглушки блока 09;25;;кт;350;1;;;;;;350;;;
570;2101-1432820;;Заглушки коленвала;;25;кт;200;2;;;;;;400;;;
571;2123-6305013-10;;Замок багажника Шеви;540;;шт;4000;0;;;;;;0;;;
572;2123-6205013-10;;Замок двери Шеви задний левый;1080;;шт;4000;1;;;;;;4000;118971;;
573;2123-6205012-10;;Замок двери Шеви задний правый;1080;;шт;4000;1;;;;;;4000;Т3193;;
574;2123-6105013-10;;Замок двери Шеви передний левый;1080;;шт;4000;1;;;;;;4000;у5820;;
575;2123-6105012-10;;Замок двери Шеви передний правый;1080;;шт;4000;1;;;;;;4000;т8501;;
576;2101-3704000-10;;Замок зажигания 01 НИКА;130;;шт;1000;7;;;;;;7000;3503;;
577;2110-3704010;;Замок зажигания 010 ;470;;шт;3550;0;;;;;;0;;;
578;2110-3704010MS;;Замок зажигания 010 МАСТЕР;;1600;шт;2000;0;;;;;;0;;;
579;2110-3704010-30;;Замок зажигания 010 Ника с подсветкой;300;;шт;2300;2;;;;;;4600;;;
580;2109-3704010;;Замок зажигания 09 ДимитровГрад;;;шт;1800;0;;;;;;0;;;
581;2109-3704010-70;;Замок зажигания 09 НИКА;290;;шт;2000;2;;;;;;4000;;;
582;2123-3704010;;Замок зажигания 2123 деш Рекардо;;2089;шт;3000;0;;;;;;0;;;
583;1118-3704010ГР;;Замок зажигания 2170 (1118, 2190) Гранд Ри Ал;;2166;шт;3000;2;;;;;;6000;3691;;
584;1118-3704010СБ;;Замок зажигания 2170 (1118, 2190) без личинок ДААЗ;;2456;шт;4000;1;;;;;;4000;;;
585;1118-3704010;;Замок зажигания 2170 (1118, 2190) с личинками;;3464;шт;5000;1;;;;;;5000;8044;;
586;2123-3704010СБ;;Замок зажигания Шеви;1040;;шт;7500;0;;;;;;0;;;
587;2123-3704010ГОСТ;;замок зажигания Шеви без личинок;;4166;шт;5000;1;;;;;;5000;8482;;
588;;;Замок капота 01;50;;шт;380;5;;;;;;1900;;;
589;;;Замок капота 09 в сборе;65;;шт;500;1;;;;;;500;117063;;
590;2101-2403084;;Запорное кольцо полуоси 01;25;100;шт;200;12;;;;;;2400;116956;;
591;2121-2403084;;Запорное кольцо полуоси 213;32;;шт;250;11;;;;;;2750;ц9763;;
592;2123-2403084;;Запорное кольцо Шеви;40;;шт;300;11;;;;;;3300;ц9764;;
593;2111-8101538-21;;Заслонка печки 2110 н/об;;;шт;3500;0;;;;;;0;;;
594;защелка бензостанции;;Защелка бензостанции;20;;шт;200;0;;;;;;0;;;
595;2101-1006020-86;;Звезды 01 ВАЗ;350;1854;кт;2500;2;;;;;;5000;;;
596;2101-1006020-86КААЗ;;Звезды 01 КААЗ;280;;кт;2100;5;;;;;;10500;;;
597;21213-1006020-86;;Звезды 213 ВАЗ;385;2379;кт;2900;2;;;;;;5800;;;
598;2101-1006020В;;Звезды 01 ВолгаСервис/ВолгаАвтоПром;;1798;кт;2200;7;;;;;;15400;114831;;
599;2123-1011220/1005030/1006020;;Звезды Шеви без датчика;;;кт;5000;0;;;;;;0;114832;;
600;2123-1011220/1005030/1006019;;Звезды Шеви с датчиком;675;;кт;5000;1;;;;;;5000;114829;;
601;21214-8201021;;Зеркало 214 н/об левое;;3338;шт;4500;0;;;;;;0;114828;;
602;21214-8201020;;Зеркало 214 н/об правое;1320;3338;шт;4500;0;;;;;;0;ц7065;;
603;2190-8201019эл;;Зеркало 2190 электро левое;2500;;шт;9400;0;;;;;;0;ц7064;;
604;2190-8201020эл;;Зеркало 2190 электро правое;2500;;шт;9400;0;;;;;;0;117540;;
605;11180-8201005-03;;Зеркало Калина левое;1760;;шт;7000;1;;;;;;7000;117539;;
606;11180-8201004-03;;Зеркало Калина правое;;;шт;7000;0;;;;;;0;3261;;
607;;;Зеркала лопухи 213;480;;кт;3600;4;;;;;;14400;3262;;
608;2170-8201051;;Зеркало Приора ст/об левое;2300;;шт;9000;1;;;;;;9000;;;
609;2170-8201050;;Зеркало Приора ст/об правое;2300;;шт;9000;2;;;;;;18000;;;
610;2108-8201051;;Зеркало 09 левое;130;;шт;1000;1;;;;;;1000;;;
611;2108-8201050;;Зеркало 09 правое;130;;шт;950;2;;;;;;1900;;;
612;2110-8201050;;Зеркало 2110 правое;360;;шт;1350;3;;;;;;4050;;;
613;2110-8201051;;Зеркало 2110 левое;360;;шт;1350;2;;;;;;2700;;;
614;2190-8201019мех;;Зеркало 2190 лев мех;1100;;шт;8300;0;;;;;;0;;;
615;2190-8201020мех;;Зеркало 2190 пр мех;1100;;шт;8300;0;;;;;;0;;;
616;2170-8201007-75;;Зеркало Приора люкс с поворотником лев;1680;7668;шт;10000;2;;;;;;20000;у5862;;
617;2170-8201006-75;;Зеркало Приора люкс с поворотником пр;;5676;шт;8000;1;;;;;;8000;;;
618;21230-8201021-40;;Зеркало Шеви ст/об левое;2620;7125;шт;9000;1;;;;;;9000;114739;;
619;21230-8201020-40;;Зеркало Шеви ст/об правое;2620;7125;шт;9000;1;;;;;;9000;;;
620;2123-8201051-86;;Зеркало Шеви 2009-2012 левое;1500;;шт;12000;0;;;;;;0;;;
621;2123-8201050-86;;Зеркало Шеви 2009-2012 правое;1500;;шт;12000;0;;;;;;0;1172;;
622;2123-8201051;;Зеркало Шеви с 2012 левое;1600;;шт;12000;0;;;;;;0;;;
623;2123-8201050;;Зеркало Шеви с 2012 правое;1600;;шт;12000;0;;;;;;0;115464;;
624;;;К;;;;;0;;;;;;0;;;
625;2105-1107010-20Д;;Карбюратор 05 ДААЗ;13468;;шт;16000;0;;;;;;0;116109;;
626;2105-1107010-20К;*;Карбюратор 05 ;190;7000;шт;8500;2;;;;;;17000;1700;;
627;;;Карбюратор 05 Мастер;;9000;шт;11000;0;;;;;;0;;;
628;2105-1107010-20П;;Карбюратор 05 Пекар;10297;;шт;12600;1;;;;;;12600;у5863;;
629;;;Карбюратор 07 Мастер;;9500;шт;11000;0;;;;;;0;116108;;
630;2107-1107010-20П;;Карбюратор 07 Пекар;10507;;шт;12600;1;;;;;;12600;;;
631;2107-1107010Дм;;Карбюратор 07 с микроклапаном ДААЗ;;14864;шт;17500;1;;;;;;17500;;;
632;2107-1107010Дэл;;Карбюратор 07 с электроклапаном ДААЗ;;10901;шт;17500;1;;;;;;17500;;;
633;21073-1107010-20Д;;Карбюратор 073 ДААЗ;15080;11960;шт;15500;1;;;;;;15500;Т5384;;
634;21073-1107010-20MS;;Карбюратор 073 Мастер;;9000;шт;11000;1;;;;;;11000;;;
635;21073-1107010-20П;;Карбюратор 073 Пекар;11557;11800;шт;14400;1;;;;;;14400;;;
636;21073-1107010-20К;*;Карбюратор 073;;7500;шт;8500;1;;;;;;8500;;;
637;21083-1107010-00К;*;Карбюратор 08 ;190;7029;шт;8500;3;;;;;;25500;;;
638;21083-1107010-00Д;;Карбюратор 083 ДААЗ;2080;12514;шт;15500;1;;;;;;15500;;;
639;;;Карбюратор 083 Мастер;;10000;шт;11500;0;;;;;;0;;;
640;21083-1107010-00П;;Карбюратор 083 Пекар;11500;12000;шт;15000;1;;;;;;15000;;;
641;2107-1107010-20К;*;Карбюратор 2107 ;190;7500;шт;8500;5;;;;;;42500;;;
642;2101-2200012;;Кардан 06 Паркс;;6893;шт;12000;1;;;;;;12000;;;
643;2121-2201012Бз;;Кардан 213 Белорусь задний;4300;;шт;11000;1;;;;;;11000;;;
644;2121-2201012Бп;;Кардан 213 Белорусь передний;4300;;шт;11000;1;;;;;;11000;116767;;
645;21218-2201012;;Кардан 218 Бронто;3300;;шт;24500;0;;;;;;0;;;
646;2121-2201012ГОСТп;;Кардан ВАЗ 213 передний;4900;9058;шт;14000;0;;;;;;0;;;
647;2121-2201012ГОСТз;;Кардан ВАЗ 213 задний;4900;9058;шт;14000;0;;;;;;0;116763;;
648;;;Кардан ВАЗ 213 без упаковки задн;13505;11022;шт;16000;0;;;;;;0;;;
649;;;Кардан ВАЗ 213 без упаковки пер;;;шт;16000;1;;;;;;16000;;;
650;;;Кардан Шеви на крест;2250;;шт;16800;0;;;;;;0;;;
651;2123-2201015;;Кардан Шеви на крест ГОСТ;2900;;шт;21000;0;;;;;;0;;;
652;21214-2201012-00;;Кардан задний на шрусах;2950;;шт;22500;0;;;;;;0;;;
653;21214-2203012-00;;Кардан передний на шрусах;2800;15600;шт;20000;0;;;;;;0;;;
654;2101-3705000-81К;*;Катушка 01 ;26;;шт;1050;0;;;;;;0;;;
655;2101-3705000-81MS;;Катушка 01 Мастер;;1200;шт;1500;2;;;;;;3000;;;
656;2101-3705000-81М;;Катушка 01 Москва;285;1591;шт;1900;3;;;;;;5700;;;
657;2108-3705010-81К;*;Катушка 08 ;28;;шт;1150;0;;;;;;0;;;
658;2108-3705010MS;;Катушка 08 Мастер;;1250;шт;1600;0;;;;;;0;115596;;
659;2108-3705010М;;Катушка 08 Москва;340;1799;шт;2200;2;;;;;;4400;;;
660;2121Б;;Кенгурятник гнут 213;2600;;шт;20000;0;;;;;;0;;;
661;2121К;;Кенгурятник гнут 213 коротыш;2300;;шт;17000;1;;;;;;17000;;;
662;2121Пр;;Кенгурятник гнут 213 прямой;;;шт;17000;1;;;;;;17000;;;
663;2121З;;Кенгурятник задн. калитка;1700;;шт;13000;1;;;;;;13000;;;
664;клав габ 3-х;;Клавиша габаритов 05 3х к;30;96;шт;250;2;;;;;;500;1699;;
665;клав габ 6-ти;;Клавиша габаритов 07 6ти к;30;88;шт;250;5;;;;;;1250;116529;;
666;;;Клавиша отопителя 05 3х к;;76;шт;200;0;;;;;;0;;;
667;;;Клавиша отопителя 06;30;;шт;250;4;;;;;;1000;;;
668;клав отоп 5-ти;;Клавиша отопителя 07-213 5ти к;60;211;шт;450;0;;;;;;0;116530;;
669;;;Клавиша противотуманки/габаритов 2115;;443;шт;600;3;;;;;;1800;;;
670;21093-3709613-01;;Клавиша стеклоподъемника;95;;шт;700;6;;;;;;4200;;;
671;2103-3510045;;Клапан вакума 09;15;;шт;150;0;;;;;;0;121764;;
672;;;Клапан вакума 09+резинка;12;;кт;200;0;;;;;;0;1698;;
673;2101-1007010-12MS;;Клапана 01 Мастер;;3001;кт;3600;3;;;;;;10800;1680;;
674;2101-1007010-12И;;Клапана 01 ИМПОРТ;530;;кт;4100;2;;;;;;8200;7569;;
675;2101-1007010-12К;*;Клапана 07 Китай;26;;кт;1200;0;;;;;;0;;;
676;21083-1007010-12В;;Клапана 09 ВАЗ;;3700;кт;4500;1;;;;;;4500;;;
677;2101-1007010-12В;;Клапана 07  ВАЗ;;3700;кт;4500;1;;;;;;4500;;;
678;21083-1007010-12MS;;Клапана 09 Мастер;;3001;кт;3600;2;;;;;;7200;;;
679;2112-1007010-12MS;;Клапана 16 кл Мастер;;6744;кт;8200;0;;;;;;0;;;
680;2112-1007010-12В;;Клапана 2112 ВАЗ;1400;6469;кт;8000;0;;;;;;0;;;
681;;;Клапана 2112 Китай;1400;;кт;10000;1;;;;;;10000;;;
682;;;Клапана выхлопные 16кл;;;кт;1000;0;;;;;;0;;;
683;2101-1007010-12С;;Клапана Самара 01;550;;кт;4150;2;;;;;;8300;;;
684;21083-1007010-12С;;Клапана Самара 09;570;;кт;4200;1;;;;;;4200;116644;;
685;2108-1007010-12;;Клапана Самара 1300 08;;;кт;3200;0;;;;;;0;;;
686;2112-1007010-12SM;;Клапана СМ 16 кл;1400;10229;кт;12500;1;;;;;;12500;1322;;
687;2106-3724080;;Клема минус 06;90;;шт;700;2;;;;;;1400;5494;;
688;21044-3724080;;Клема минус 07;155;;шт;1150;4;;;;;;4600;;;
689;2108-3724080;;Клема минус 09;175;;шт;1300;2;;;;;;2600;537;;
690;21214-3724080;;Клема минус 213;200;;шт;1500;2;;;;;;3000;2963;;
691;2106-3724070;;Клема плюс 06;180;;шт;1350;2;;;;;;2700;;;
692;2105-3724070;;Клема плюс 07;185;;шт;1400;1;;;;;;1400;;;
693;2108-3724070;;Клема плюс 09;180;;шт;1350;2;;;;;;2700;у2565;;
694;21213-3724070;;Клема плюс 213;210;;шт;1600;2;;;;;;3200;116978;;
695;21093-701015;;Кожух 09 средний;3200;;шт;20800;0;;;;;;0;114338;;
696;2112-1601015-10;;Кожух сцепления Приора;2900;;шт;22000;0;;;;;;0;;;
697;2108-1006146-1;;Кожух ремня ГРМ 09;65;;шт;500;4;;;;;;2000;66736;;
698;2109-1601015;;Кожух сцепления 2108;;;шт;23000;0;;;;;;0;4952;;
699;2111-1601015;;Кожух сцепления 2110;3200;20577;шт;25000;0;;;;;;0;2047;;
700;2101-3512010-01СБ;;Колдун 07 в сборе;630;;шт;4700;0;;;;;;0;;;
701;2101-3512010-01;;Колдун 07 голый;1119;;шт;1600;1;;;;;;1600;151;;
702;2108-3512010-00;;Колдун 09 голый;380;2461;шт;3000;3;;;;;;9000;9724;;
703;2108-3512010-00СБ;;Колдун 09 в сборе;770;;шт;5800;1;;;;;;5800;66522;;
704;2121-3512010-01СБ;;Колдун 213 в сборе;630;;шт;4700;1;;;;;;4700;;;
705;2121-3512010-01;;Колдун 213 голый;;1642;шт;2000;1;;;;;;2000;4746;;
706;2101-1005015К;*;Коленвал 01 ;200;7136;шт;8700;0;;;;;;0;5683;;
707;2103-1005015К;*;Коленвал 03 ;200;7000;шт;8500;0;;;;;;0;5684;;
708;2110-1005015К;*;Коленвал 09 ;250;8000;шт;10500;0;;;;;;0;857;;
709;11183-1005016-03;;Коленвал 1.6 16 кл;;20649;шт;24800;0;;;;;;0;;;
710;2110-1005016;;Коленвал 2110;2500;20456;шт;24600;0;;;;;;0;Т4515;;
711;21213-1005015;;Коленвал 213;2200;13950;шт;18000;0;;;;;;0;у7612;;
712;2123-1005012;;Коленвал Шеви;14000;16535;шт;20000;0;;;;;;0;;;
713;2101-1005015;;Коленвал 01 деш;2150;13689;шт;16000;1;;;;;;16000;;;
714;2103-1005015;;Коленвал 03 деш;2150;14391;шт;16500;1;;;;;;16500;;;
715;11183-1005016-01;;Коленвал 1118 1.6 8кл;;20649;шт;24800;0;;;;;;0;;;
716;2101-3502090-55К;*;Колодки задние 01 Китай ;;1169;кт;1500;5;;;;;;7500;;;
717;2108-3502090-55Н;;Колодки задние 08 Начало;;1300;кт;1600;3;;;;;;4800;у4962;;
718;2101-3502090-55В;;Колодки задние 2107 ВАЗ;430;;кт;3300;1;;;;;;3300;;;
719;2108-3502090-55В;;Колодки задние 2108 ВАЗ;360;;кт;2700;2;;;;;;5400;;;
720;2101-3502090-55Н;;Колодки задние 06 Начало;;1488;кт;1800;4;;;;;;7200;;;
721;2108-3502090-55К;*;Колодки задние 09 Начало;23;900;кт;1200;6;;;;;;7200;600528;;
722;1118-3502090-55В;;Колодки задние Приора ВАЗ с АБС;380;;кт;2900;0;;;;;;0;894466;;
723;1118-3502090-55Б;;Колодки задние Приора BEST, Transmaster с АБС;;1645;кт;2200;2;;;;;;4400;4115;;
724;2101-3501800К;*;Колодки передние 01 Китай ;;455;кт;600;25;;;;;;15000;;;
725;2101-3501800Ка2;;Колодки передние 01 КА-2;166;;кт;1250;14;;;;;;17500;;;
726;2108-3501800Ка2;;Колодки передние 09 КА-2;192;;кт;1450;19;;;;;;27550;4344;;
727;2108-3501800К ;*;Колодки передние 09 Китай ;8;558;кт;700;20;;;;;;14000;;;
728;2110-3501800Ка2;;Колодки передние 2110 КА-2;194;;кт;1450;16;;;;;;23200;;;
729;2110-3501800В;;Колодки передние 2110 ВАЗ;;1041;кт;1300;8;;;;;;10400;4345;;
730;2121-3501800Ка2;;Колодки передние 213 КА-2;185;;кт;1350;15;;;;;;20250;;;
731;2121-3501800К ;*;Колодки передние 213 Китай;;563;кт;700;10;;;;;;7000;;;
732;410602192RИ;;Колодки передние Ларгус 8кл импорт;480;;кт;3600;1;;;;;;3600;4346;;
733;410602192RЕ/Р;;Колодки передние Ларгус 8кл Егоровские, Pilenga, Francecar;350;789;кт;1500;3;;;;;;4500;;;
734;7701208422;;Колодки передние Ларгус 16кл Starke, Егоровские;400;2489;кт;2700;3;;;;;;8100;;;
735;2101-1601015-00;;Колокол КПП 07;;4650;шт;5500;0;;;;;;0;;;
736;2101-1000100-10Л;;Кольца 76.0 лапша ВАЗ;550;;кт;4500;0;;;;;;0;4347;;
737;2101-1000100-10П;;Кольца 76.0 простые ВАЗ;580;2278;кт;4000;0;;;;;;0;;;
738;2101-1000100-10СТК;;Кольца 76.0 СТК;;2005;кт;2400;2;;;;;;4800;;;
739;2101-1000100-10Х;;Кольца 76.0 хром ВАЗ;;;кт;4000;1;;;;;;4000;4348;;
740;2101-1000100-31П;;Кольца 76.4 простые ВАЗ;600;;кт;4000;0;;;;;;0;;;
741;2101-1000100-31СТК;;Кольца 76.4 СТК;;2005;кт;2400;1;;;;;;2400;;;
742;2101-1000100-31Х;;Кольца 76.4 хром ВАЗ;1836;;кт;4000;0;;;;;;0;4350;;
743;2101-1000100-32П;;Кольца 76.8 простые ВАЗ;650;2278;кт;4000;0;;;;;;0;;;
744;2101-1000100-32СТК;;Кольца 76.8 СТК;;2005;кт;2400;3;;;;;;7200;6076;;
745;2101-1000100-32Х;;Кольца 76.8 хром ВАЗ;2111;;кт;4000;0;;;;;;0;;;
746;21011-1000100-10Л;;Кольца 79.0 лапша ВАЗ;550;;кт;4500;0;;;;;;0;4351;;
747;21011-1000100-10П;;Кольца 79.0 простые ВАЗ;640;2278;кт;4000;0;;;;;;0;;;
748;21011-1000100-10СТК;;Кольца 79.0 СТК;;2005;кт;2400;2;;;;;;4800;у2847;;
749;21011-1000100-10Х;;Кольца 79.0 хром ВАЗ;2111;;кт;4000;1;;;;;;4000;4352;;
750;21011-1000100-31П;;Кольца 79.4 простые ВАЗ;670;2255;кт;4000;0;;;;;;0;;;
751;21011-1000100-31СТК;;Кольца 79.4 СТК;;2005;кт;2400;2;;;;;;4800;4353;;
752;21011-1000100-31Х;;Кольца 79.4 хром ВАЗ;2111;;кт;4000;0;;;;;;0;117187;;
753;21011-1000100-32П;;Кольца 79.8 простые ВАЗ;;2278;кт;4000;0;;;;;;0;117185;;
754;21011-1000100-32СТК;;Кольца 79.8 СТК;;2005;кт;2400;2;;;;;;4800;116942;;
755;21011-1000100-32Х;;Кольца 79.8 хром ВАЗ;2111;;кт;4000;0;;;;;;0;у8041;;
756;2108-1000100-00;;Кольца 80.0 СТК;;2005;кт;2400;1;;;;;;2400;120500;;
757;21083-1000100-00Л;;Кольца 82.0 лапша ВАЗ;600;;кт;4500;0;;;;;;0;120501;;
758;21083-1000100-00СТК;;Кольца 82.0 СТК;;2005;кт;2400;1;;;;;;2400;;;
759;21083-1000100-00Х;;Кольца 82.0 хром ВАЗ;400;2165;кт;4000;0;;;;;;0;;;
760;21083-1000100-31В;;Кольца 82.4 ВАЗ;415;2278;кт;4000;0;;;;;;0;;;
761;21083-1000100-31СТК;;Кольца 82.4 СТК;;2005;кт;2400;2;;;;;;4800;423;;
762;21083-1000100-32В;;Кольца 82.8 ВАЗ;400;;кт;4000;0;;;;;;0;8225;;
763;21083-1000100-32СТК;;Кольца 82.8 СТК;;2005;кт;2400;2;;;;;;4800;117;;
764;11194-1000100-10;;Кольца Калина 76.50;1200;;кт;9000;0;;;;;;0;116500;;
765;11194-1000100-00;;Кольца Калина 77.00;1200;;кт;9000;0;;;;;;0;ц3218;;
766;21126-1000100П;;Кольца Приора 82.00 Прима;1200;;кт;9000;0;;;;;;0;Т2499;;
767;21126-1000100-01П;;Кольца Приора 82.50 Прима;1200;;кт;9000;0;;;;;;0;;;
768;21126-1000100СТК;;Кольца Приора 82.00 СТК;;3771;кт;6000;1;;;;;;6000;ц3216;;
769;21126-1000100-01СТК;;Кольца Приора 82.50 СТК;;4470;кт;6000;1;;;;;;6000;115787;;
770;2101-1000100;;Кольца МS 76/0-82/4;1000;;кт;1500;16;;;;;;24000;116625;;
771;21213-1004022-00;;Кольца стопорные поршневые;;;кт;250;4;;;;;;1000;8005;;
772;21126-1004022-00;;Кольца стопорные поршневые 2170;50;;кт;400;0;;;;;;0;116875;;
773;2110-1206057;;Кольцо глушителя 2110 ;48;;шт;350;3;;;;;;1050;;;
774;2112-1104252;;Кольцо форсунки (4шт);;134;кт;200;2;;;;;;400;115828;;
775;2108-3734910;;Коммутатор ВИНИЦА;210;;шт;1550;6;;;;;;9300;116511;;
776;Т21067-1411020-22;;Компьютер 07-22;4100;;шт;31000;0;;;;;;0;116874;;
777;Т21067-1411020-32;;Компьютер 07-32;4100;;шт;31000;0;;;;;;0;5500;;
778;Т21067-1411020-12;;Компьютер 07-12;4100;;шт;31000;0;;;;;;0;;;
779;11183-1411020-21;;Компьютер Калина-21;3400;;шт;25500;0;;;;;;0;;;
780;11183-1411020-62;;Компьютер Калина-62;3400;;шт;25500;0;;;;;;0;;;
781;21114-1411020-31;;Компьютер 114-31;4300;;шт;33000;0;;;;;;0;576;;
782;21214-1411020-20;;Компьютер 214-20 БОШ;4500;;шт;34000;0;;;;;;0;4267;;
783;21214-1411020-30;;Компьютер 214-30 БОШ;4500;24310;шт;34000;0;;;;;;0;;;
784;21214-1411020-50;;Компьютер 214-50 н/об;6000;22165;шт;30000;0;;;;;;0;585;;
785;2190-1411020;;Компьютер 2190;3400;;шт;25500;0;;;;;;0;;;
786;21126-1411020-31;;Компьютер Приора-31;3300;;шт;25000;0;;;;;;0;320;;
787;21126-1411020-32;;Компьютер Приора-32;3300;;шт;25000;0;;;;;;0;1325;;
788;21126-1411020-67;;Компьютер Приора-67;;19891;шт;28000;0;;;;;;0;;;
789;21126-1411020-90;;Компьютер Приора-90;4500;;шт;34000;0;;;;;;0;70470;;
790;2111-1411020-71;;Компьютер Январь 111 5.1.1;4400;29124;шт;36000;0;;;;;;0;С8353;;
791;2112-1411020;;Компьютер Январь 112 5.1 -41;3500;30498;шт;36000;0;;;;;;0;70471;;
792;21230-1411020-00;;Компьютор Шеви-00;3950;;шт;30000;0;;;;;;0;5564;;
793;21230-1411020-92;;Компьютор Шеви-90 с кондиционером;2850;;шт;25000;0;;;;;;0;;;
794;2101-3706400;;Конденсатор тромблера ;15;;шт;150;9;;;;;;1350;1934;;
795;2101-3706800К;*;Контакты BERU ;;;шт;100;11;;;;;;1100;111501;;
796;2101-3706800MS;;Контакты МАСТЕР;;167;шт;200;9;;;;;;1800;;;
797;2101-3706800СО;;Контакты Старый Оскол;70;;шт;550;0;;;;;;0;111267;;
798;2103-1601085К;*;Корзина 06 ;55;2300;шт;2800;5;;;;;;14000;;;
799;2103-1601085В;;Корзина 06 ВАЗ;670;4390;шт;5300;2;;;;;;10600;1176;;
800;2109-1601085В;;Корзина 08 ВАЗ;710;3803;шт;5000;3;;;;;;15000;67704;;
801;2109-1601085К;*;Корзина 09 ;50;1700;шт;2200;4;;;;;;8800;;;
802;2103-1601085Б;;Корзина 2103 Белмаг;;3773;шт;4500;1;;;;;;4500;;;
803;2109-1601085Б;;Корзина 2108 Белмаг;;3378;шт;4100;2;;;;;;8200;;;
804;2110-1601085Б;;Корзина 2110 Белмаг;;3773;шт;4500;2;;;;;;9000;2060;;
805;2110-1601085В;;Корзина ВАЗ 010;650;4635;шт;5500;0;;;;;;0;у0240;;
806;;;Корзина ВАЗ 012;720;;шт;5400;0;;;;;;0;;;
807;2121-1601085В;;Корзина ВАЗ 213;710;4292;шт;5200;2;;;;;;10400;;;
808;2110-1601085Н;;Корзина 010 Начало;3058;3071;шт;3750;1;;;;;;3750;;;
809;2103-1601085Н;;Корзина 03 Начало;3117;3456;шт;4100;0;;;;;;0;70;;
810;2109-1601085Н;;Корзина 09 Начало;3032;2800;шт;3500;1;;;;;;3500;у2669;;
811;2106-1700010-03;;Коробка 01 4-х ступка;5700;;шт;40000;0;;;;;;0;66044;;
812;2107-1700010-03;;Коробка 01 5-ст Паркс;9000;;шт;60000;0;;;;;;0;4763;;
813;2107-1700010-03В;;Коробка 01 5-ст ВАЗ ГОСТ;;54772;шт;70000;0;;;;;;0;6227;;
814;21093-1700010Р;;Коробка 09 Россия;11500;62180;шт;83000;0;;;;;;0;;;
815;21093-1700010;;Коробка 093 н/об Паркс;;55037;шт;70000;0;;;;;;0;6226;;
816;2110-1700010;;Коробка 2110;11500;46200;шт;85000;0;;;;;;0;6272;;
817;21213-1700010;;Коробка 213 ;9200;;шт;60000;0;;;;;;0;66649;;
818;21213-1700010В;;Коробка 213 ВАЗ ГОСТ;;44083;шт;70000;0;;;;;;0;66225;;
819;2190-1700012-01;;Коробка Гранта;18500;;шт;135000;0;;;;;;0;600570;;
820;2112-1701012;;Коробка Приора;11800;;шт;86000;0;;;;;;0;;;
821;кпп2170гост;;Коробка Приора ГОСТ;;100000;шт;120000;0;;;;;;0;Т2496;;
822;;;Коробка Шеви без переднего кожуха сцепления ;9300;;шт;65000;0;;;;;;0;у6405;;
823;2123-1700010СБ;;Коробка Шеви ;9900;;шт;70000;0;;;;;;0;114883;;
824;2112-1139080-01;;Косичка на бензостанцию;65;;шт;500;0;;;;;;0;;;
825;2101-8101150;;Кран печки 01 Лузар;100;572;шт;700;10;;;;;;7000;;;
826;2108-8101150;;Кран печки 09;80;;шт;650;2;;;;;;1300;;;
827;2108-1601000-86;;Крафт 08;1350;6743;кт;9500;1;;;;;;9500;;;
828;2108-1601000-86К;*;Крафт 09 ;118;;кт;4600;0;;;;;;0;;;
829;2110-1601000-86;;Крафт 2110;1470;8663;кт;11000;1;;;;;;11000;117498;;
830;2106-1601000-86Т;;Крафт 213 E;1350;8716;кт;10000;1;;;;;;10000;;;
831;1118-1601000-86;;Крафт Приора, Калина;1816;9174;кт;11000;1;;;;;;11000;;;
832;W22200J;;Крафт Гранта;;10523;кт;13000;0;;;;;;0;;;
