№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
;;;;;;;;;;;;;Итого:;20248320;;;
;;;Б;;;;;;;;;;;;;;
735;21213-5601082-00;;Панель задка 21213 АвтоВаз;;6347;шт;8500;2;;;;;17000;10200;;;
736;2171-5601082-00;;Панель задка 2171 АвтоВаз;;3109;шт;4000;2;;;;;8000;4800;116014;;
737;2103-5301242;;Панель передка нижняя 2103 Начало                                                                ;;853;шт;1500;11;;;;;16500;1800;111061;;
738;2107-8401120;;Панель передка нижняя 2107 Начало                                                 ;;979;шт;1500;15;;;;;22500;1800;111063;;
739;21213-8401120-00;;Панель передка нижняя 21213 АвтоВаз                                                                 ;;6901;шт;10000;9;;;;;90000;12000;;;
740;2101-5301240;;Панель передка передняя 2101 Нч                                                                     ;;3596;шт;4500;1;;;;;4500;5400;111034;;
741;2103-5301020;;Панель передка передняя 2103 Нч                                                                     ;;1874;шт;3000;5;;;;;15000;3600;111035;;
742;2110-8401122-50;;Панель передка передняя 2110 АвтоВаз                                                                ;;487;шт;700;5;;;;;3500;840;115435;;
743;2108-8401052-01;;Панель рамки радиатора 2108 Начало                                                 ;;3261;шт;4300;7;;;;;30100;5160;111038;;
744;2123-8401052-55;;Панель рамки радиатора 2123 АвтоВаз в сб.                                                           ;;4274;шт;5800;0;;;;;0;6960;115110;;
745;2190-8401054-00;;Панель рамки радиатора 2190 АвтоВаз;;3857;шт;5000;3;;;;;15000;6000;116653;;
746;2105-3716105-00;;Патрон лампы 2105 2х конт;;146;шт;200;18;;;;;3600;240;3805;;
747;2105-3716094-00;;Патрон лампы 2105 одноконт (без клемм гол);;25;шт;50;10;;;;;500;60;116017;;
748;2105-3716104-00;;Патрон лампы 2105 одноламповый;;85;шт;150;15;;;;;2250;180;938;;
749;2107-8203010-01;;Пепельница;;760;шт;1000;1;;;;;1000;1200;;;
750;2108-6306010-10;;Петля багажника 2108 АвтоВаз;500;;кт;1000;9;;;;;9000;1200;;;
751;2121-6306010-10;;Петля багажника 2121  АвтоВаз;;1522;кт;2000;8;;;;;16000;2400;;;
752;2105-6106008;;Петля двери 2101-2107 (2 шт);;1158;кт;2000;10;;;;;20000;2400;Т4093      ;;
753;1118-840701100;;Петля капота 1118 АвтоВаз;;517;кт;1500;2;;;;;3000;1800;;;
754;2105-8407010-00;;Петля капота 2105                                                                                   ;;142;шт;550;10;;;;;5500;660;т3857      ;;
755;2107-8407011-00;;Петля капота 2107 левая; ;232;шт;500;10;;;;;5000;600;115267;;
756;2107-8407010-00;;Петля капота 2107 правая;;232;шт;500;10;;;;;5000;600;115268;;
757;2108-петля;;Петля капота 2108                                                                                   ;;736;кт;1000;18;;;;;18000;1200;6042;;
758;2121-8407010;;Петля капота 2121 АвтоВаз;;337;шт;500;12;;;;;6000;600;113530;;
759;2123-8407010-00;;Петля капота 2123  АвтоВаз;;732;кт;1200;2;;;;;2400;1440;;;
760;2170-8407010-00;;Петля капота 2170 АвтоВаз;;1329;кт;2500;3;;;;;7500;3000;;;
761;2190-8407011-00;;петля капота 2190 АвтоВаз левая;;864;шт;750;0;;;;;0;900;;;
762;2190-8407010-00;;петля капота 2190 АвтоВаз правая;;342;шт;750;8;;;;;6000;900;;;
763;6001546875/76;;Петля капота Ларгус;;3106;кт;4000;3;;;;;12000;4800;;;
764;2101_рк;;пистон (р/к на весь автом-ль) 2101-06;;248;шт;800;18;;;;;14400;960;5742;;
765;2108_рк;;пистон (р/к на весь автом-ль) 2108-2109 ;;313;шт;800;8;;;;;6400;960;5743;;
766;2110-набор;;пистон (р/к на весь автом-ль) 2110-2112;;499;шт;1000;5;;;;;5000;1200;С6860      ;;
767;2115-набор;;пистон (р/к на весь автом-ль) 2113-2115;;407;шт;1000;5;;;;;5000;1200;С6861      ;;
768;2121-набор;;пистон (р/к на весь автом-ль) 2121, 21213, ОКА, 2105, 2107;;264;кт;800;8;;;;;6400;960;х0403      ;;
769;2123-набор;;пистон (р/к на весь автом-ль) 2123 Шеви   ;;920;шт;1500;1;;;;;1500;1800;С6862      ;;
770;2170-набор;;пистон (р/к на весь автом-ль) 2170;;560;кт;1000;4;;;;;4000;1200;ф7227      ;;
771;2101-2808020;;Пистон квадрат под номерной знак                                                                    ;;2;шт;10;49;;;;;490;12;;;
772;2103-5003011;;Пистон молдинга 2103 г.Сызрань концевой;;3;шт;10;18;;;;;180;12;896;;
773;2103-5003010;;Пистон молдинга 2103 г.Сызрань средний  ;;2;шт;10;21;;;;;210;12;;;
774;2114-8212330;;Пистон молдинга 2114 - 2115 широкий ст/об ;;11;шт;30;103;;;;;3090;36;7856;;
775;2123-8212330;;Пистон молдинга 2123- 2114 узкий н/об                                                      ;;13;шт;30;64;;;;;1920;36;у5806      ;;
776;2101-50040;;Пистон обшивки (гвоздь) г.Сызрань                                                                   ;;2;шт;10;41;;;;;410;12;660;;
777;2101-п-о;;Пистон обшивки ПЛАСТИК 2101                                                                         ;;3;шт;10;19;;;;;190;12;757;;
778;2121-6102053;;Пистон обшивки ПЛАСТИК 2105                                                                         ;;3;шт;10;26;;;;;260;12;1031;;
779;2108-6102053;;Пистон обшивки ПЛАСТИК 2108                                                                         ;;7;шт;10;145;;;;;1450;12;117980;;
780;2110-п_о;;Пистон обшивки ПЛАСТИК 2110 (42 шт.) ;;120;кт;400;9;;;;;3600;480;5907;;
781;2103-6816076-02;;Пистон подлокотника (квадрат)                                                                       ;;9;шт;10;43;;;;;430;12;3491;;
782;2103-2106-;;Пистон решетки пластик                                                                              ;;3;шт;10;49;;;;;490;12;4250;;
783;2105-3703112-00;;Планка АКБ 2105                                                                                     ;;49;шт;200;7;;;;;1400;240;;;
784;2108-3703112;;Планка АКБ 2108                                                                                     ;;99;шт;200;5;;;;;1000;240;;;
785;2108-6306120;;Планка двери задка 2108 РЕКАРДО хром блистер;;177;шт;400;5;;;;;2000;480;114100;;
786;2190-5606064-10;;Планка двери задка 2190 ДААЗ;;419;шт;800;4;;;;;3200;960;117278;;
787;2104-3716092-10;;плата заднего фонаря 2104;;886;кт;1200;8;;;;;9600;1440;930;;
788;2104-3716092;;Плата заднего фонаря 2104 АвтоВаз пр;;494;шт;600;2;;;;;1200;720;115144;;
789;2105-3716092-10;;плата заднего фонаря 2105;;819;кт;1100;8;;;;;8800;1320;1005;;
790;2107-3716092-10;;Плата заднего фонаря 2107;;906;кт;1200;10;;;;;12000;1440;;;
791;2108-3716092-10;;Плата заднего фонаря 2108 голая;;624;кт;800;2;;;;;1600;960;1517;;
792;2108-3716096;;плата заднего фонаря 2108 в сборе;;882;кт;1600;16;;;;;25600;1920;5764;;
793;2115-3716092;;Плата заднего фонаря 2115;;605;кт;800;0;;;;;0;960;;;
794;2114-3716092-93;;Плата заднего фонаря 2115 в сборе углы;;421;шт;800;17;;;;;13600;960;;;
795;21213-3716092-10;;Плата заднего фонаря 21213;;1300;кт;2000;9;;;;;18000;2400;2075;;
796;2101-3714000-00;;Плафон салона 2106 ОСВАР                                                                            ;;463;шт;600;7;;;;;4200;720;1075;;
797;2107-3710200-00;;Плафон салона 2107 ОСВАР                                                                            ;;594;шт;800;7;;;;;5600;960;9408;;
798;2108-3714010;;Плафон салона 2108                                                                                  ;;233;шт;400;11;;;;;4400;480;7521;;
799;21083-3714010;;Плафон салона 2108 (глаз)                                                                           ;;294;шт;500;7;;;;;3500;600;3111;;
800;2170-3714010-00;;Плафон салона 2170;;570;шт;1000;6;;;;;6000;1200;Т3321      ;;
801;2108-8403400;;Площадка АКБ 2108 АвтоВаз                                                                           ;;1015;шт;1400;2;;;;;2800;1680;115153;;
802;2110-8403400-50;;Площадка АКБ 2110 АвтоВаз                                                                           ;;460;шт;800;5;;;;;4000;960;115140;;
803;2108-3711171;;Поворотник 2108 белый лев;;311;шт;500;7;;;;;3500;600;118143;;
804;2108-3711170;;Поворотник 2108 белый пр;;366;шт;500;6;;;;;3000;600;118142;;
805;2108-3711171-ж;;Поворотник 2108 желт лев;;311;шт;500;8;;;;;4000;600;118141;;
806;2108-3711170-ж;;Поворотник 2108 желт пр;;372;шт;500;7;;;;;3500;600;118140;;
807;2110-3711171-30-б;;Поворотник 2110 BOSCH ЛЕВЫЙ                                                                         ;;1191;шт;1500;3;;;;;4500;1800;х6340      ;;
808;2110-3711170-30-б;;Поворотник 2110 BOSCH ПРАВЫЙ                                                                        ;;1030;шт;1500;3;;;;;4500;1800;х6341      ;;
809;2110-3711171-30;;Поворотник 2110 белый левый Киржач 583 ;;832;шт;1400;0;;;;;0;1680;7210;;
810;2110-3711170-30;;Поворотник 2110 белый правый Киржач 582;;1124;шт;1400;1;;;;;1400;1680;7209;;
811;2110-3711171;;Поворотник 2110 белый левый Автосвет;;655;шт;1000;9;;;;;9000;1200;3630;;
812;2110-3711170;;Поворотник 2110 белый правый Автосвет;;609;шт;1000;15;;;;;15000;1200;4293;;
813;2114-3711171деш;;Поворотник 2114 белый левый деш;;643;шт;1000;10;;;;;10000;1200;6798;;
814;2114-3711170деш;;Поворотник 2114 белый правый деш;;650;шт;1000;8;;;;;8000;1200;6799;;
815;2114-3711171свет;;Поворотник 2115 желтый левый деш;;630;шт;1000;8;;;;;8000;1200;118136;;
816;2114-3711170свет;;Поворотник 2115 желтый правый деш;;630;шт;1000;8;;;;;8000;1200;118138;;
817;2114-3711071БОШ;;Поворотник 2115 BOSCH ЛЕВЫЙ Белый 003-04;;876;шт;1500;9;;;;;13500;1800;66919;;
818;2114-3711070БОШ;;Поворотник 2115 BOSCH ПРАВЫЙ Белый 004-04;;700;шт;1500;9;;;;;13500;1800;66923;;
819;2114-3711171-00;;Поворотник 2115 BOSCH лев желт;;643;шт;1300;3;;;;;3900;1560;9493;;
820;2114-3711170-00;;Поворотник 2115 BOSCH пр желт;;798;шт;1300;5;;;;;6500;1560;9494;;
821;2105-3726010;;Повторитель поворота белый 2105                                                                     ;;74;шт;150;112;;;;;16800;180;1009;;
822;2106-3726010;;Повторитель поворота белый 2106                                                                     ;;59;шт;150;104;;;;;15600;180;1085;;
823;2108-3726010-01-Р;;Повторитель поворота белый 2108                                                                     ;;76;шт;150;112;;;;;16800;180;1528;;
824;2108-3726010;;Повторитель поворота желтый 2108 ;;62;шт;150;62;;;;;9300;180;1527;;
825;2115-3726010-01-б;;Повторитель поворота белый 2115                                                                     ;;66;шт;150;62;;;;;9300;180;9302;;
826;2105-3726010-01-Р;;Повторитель поворота желтый 2105 ;;53;шт;150;64;;;;;9600;180;1008;;
827;2106-3726010-ж;;Повторитель поворота желтый 2106                                                                    ;;63;шт;150;70;;;;;10500;180;1084;;
828;2115-3726010-ж;;Повторитель поворота желтый 2115                                                                    ;;63;шт;150;46;;;;;6900;180;9301;;
829;11180-3726087-00;;Повторитель поворота Приора белый                                                                   ;;240;шт;400;32;;;;;12800;480;Т4833      ;;
830;1118-3726010-00;;Повторитель поворота Приора желтый;;229;шт;400;40;;;;;16000;480;у8812      ;;
831;2170-3726010;;Повторитель поворота-заглушка Приора;60;;шт;400;32;;;;;12800;480;;;
832;7700822136;;Повторитель поворота Ларгус белый;;443;шт;800;12;;;;;9600;960;600376;;
833;2121-5301160-00;;Поддон аккумуляторной батареи 2121 (метал)  АвтоВаз;;858;шт;1500;2;;;;;3000;1800;115121;;
834;2123-3703095-00;;Поддон аккумуляторной батареи 2123                                                                  ;;104;шт;500;2;;;;;1000;600;115154;;
835;2106СП;;Подкрылки Питер 2101, 2103, 2106 пер+задн;;1901;кт;2500;8;;;;;20000;3000;;;
836;2107СП;;Подкрылки Питер 2104, 2105, 2107 пер+задн;;1901;кт;2500;15;;;;;37500;3000;;;
837;2109СП;;Подкрылки Питер 2108-2115 пер+задн;;1901;кт;2500;38;;;;;95000;3000;122021;;
838;21213СП;;Подкрылки Питер 21213 пер+задн;;1901;кт;3000;35;;;;;105000;3600;122022;;
839;2170СП;;Подкрылки Питер 2170 пер+задн;;1980;кт;3000;36;;;;;108000;3600;122023;;
840;2190СП  ;;Подкрылки Питер 2190 пер+задн;;1980;кт;3000;28;;;;;84000;3600;122024;;
841;Ларгус СП;;Подкрылки Питер Ларгус задн;;1003;кт;2000;6;;;;;12000;2400;600673;;
842;;;Подкрылки Daewoo Nexia пер+задн;;1980;кт;3000;10;;;;;30000;3600;700001;;
843;;;Подкрылки Hyundai Accent пер+задн;;1980;кт;3000;9;;;;;27000;3600;;;
844;;;Подкрылки Hyundai Gets пер+задн;;1980;кт;3000;5;;;;;15000;3600;;;
845;;;Подкрылки Kia Rio пер+задн;;3432;кт;4500;7;;;;;31500;5400;;;
846;;;Подкрылки Kia Cerato пер+задн;;3432;кт;4500;9;;;;;40500;5400;;;
847;;;Подкрылки Renault Duster 2x4 задн;;3960;кт;5500;5;;;;;27500;6600;600674;;
848;;;Подкрылки Renault Duster 4x4 задн;;3960;кт;5500;9;;;;;49500;6600;600675;;
849;1,00E+14;;Подкрылки 2113 АвтоВАз;;2326;кт;4000;8;;;;;32000;4800;;;
850;1,00E+14;;Подкрылки 21213 АвтоВАЗ;;2938;кт;5000;2;;;;;10000;6000;;;
851;1,00E+14;;Подкрылки 2170 АвтоВАЗ;;2520;кт;5000;8;;;;;40000;6000;;;
852;1,00E+14;;Подкрылки 2190 АвтоВАЗ отдельно задние;;2446;кт;3500;6;;;;;21000;4200;;;
853;2114-8403363;;Подкрылок штатный 2114 передний левый ;;722;шт;1000;11;;;;;11000;1200;117742;;
854;2114-8403362;;Подкрылок штатный 2114 передний правый;;609;шт;1000;15;;;;;15000;1200;117743;;
855;2170-8403363;;Подкрылок штатный 2170 передний левый задняя часть;;336;шт;1000;10;;;;;10000;1200;118095;;
856;2170-8403362;;Подкрылок штатный 2170 передний правый задняя часть;;336;шт;1000;10;;;;;10000;1200;118094;;
857;2170-8403603;;Подкрылок штатный 2170 передний левый передняя часть;;434;шт;1000;8;;;;;8000;1200;116522;;
858;2170-8403602;;Подкрылок штатный 2170 передний правый передняя часть;;434;шт;1000;9;;;;;9000;1200;116521;;
859;2190-8403363-10;;Подкрылок штатный 2190 передний левый;;693;шт;1300;0;;;;;0;1560;118156;;
860;2190-8403362-10;;Подкрылок штатный 2190 передний правый;;864;шт;1300;3;;;;;3900;1560;118157;;
861;2107-6826010/11;;Подлокотник 2101 задн (2шт);;571;кт;1000;6;;;;;6000;1200;117962;;
862;2103-6826010/11;;Подлокотник 2101 пер+задн (4шт);;2112;кт;2800;1;;;;;2800;3360;911;;
863;2114-подл;;Подлокотник 2114;400;2900;шт;3500;4;;;;;14000;4200;;;
864;2170-подл;;Подлокотник 2170;500;2900;шт;3500;6;;;;;21000;4200;;;
865;2190-подл;;Подлокотник 2190;450;2900;шт;3500;0;;;;;0;4200;;;
866;КОМПЛ-393;;Подогрев сидений 2113-2115, 1118 штатный (+кнопка,пров);;3224;кт;4500;3;;;;;13500;5400;66183;;
867;2170-подогрев;;Подогрев сидений 2170-2172 штатный;;4972;кт;6500;3;;;;;19500;7800;ф7572      ;;
868;54416835r;;Подрамник пер подвески Ларгус;;35642;шт;50000;1;;;;;50000;60000;601052;;
869;2101-3717000;;Подсветка номера 2101-011 Рекардо                                                                   ;;281;шт;400;4;;;;;1600;480;120676;;
870;2110-3717010;;Подсветка номера 2110 Рекардо с прокладкой инд.уп. ;;125;шт;200;5;;;;;1000;240;114060;;
871;2170-3717010-00;;Подсветка номера 2170;;276;шт;400;7;;;;;2800;480;Т3735      ;;
872;2170-8233020-10;;Подушка безопастности 2170 пассажирская;;8137;шт;12000;2;;;;;24000;14400;117706;;
873;2172-8232010-00;;Подушка безопастности 2172 водительская руль ст/об;;20039;шт;25000;1;;;;;25000;30000;116312;;
874;2170-8232010-00;;Подушка безопастности 2172 водительский руль н/об;;18514;шт;22000;1;;;;;22000;26400;120372;;
875;2190-8233020-00;;Подушка безопастности 2190 пассажирская;;13648;шт;18000;1;;;;;18000;21600;117705;;
876;21910-8232010-00;;Подушка безопастности 2190 водительский руль;;7237;шт;10000;3;;;;;30000;12000;117707;;
877;2192-8232010-00;;Подушка безопастности 2192 водительский руль;;11012;шт;15000;1;;;;;15000;18000;121551;;
878;2103-3712010-11;;Подфарник 2103 хром                                                                                 ;;999;кт;1200;1;;;;;1200;1440;4867;;
879;2106-3712010-11;;Подфарник 2106 н/об                                                                    ;;507;кт;1000;5;;;;;5000;1200;70898;;
880;21214-3712010-12;;Подфарник 213 н/об белый;700;3689;кт;5000;4;;;;;20000;6000;;;
881;21214-3712010-10;;Подфарник 213 н/об желтый;580;4100;кт;5000;9;;;;;45000;6000;;;
882;2108-5607010-08;;Полка багажника 2108;;1486;шт;1800;0;;;;;0;2160;117966;;
883;2108-5607010-08спл;;Полка багажника 2108 сплошная;;1209;шт;2200;4;;;;;8800;2640;1561;;
884;21099-5607010;;Полка багажника 21099                                                                               ;;1188;шт;1800;2;;;;;3600;2160;1753;;
885;2112-56070010-;;Полка багажника 2112                                                                                ;;1538;шт;2000;2;;;;;4000;2400;67365;;
886;21213-5607010;;Полка багажника 21213                                                                               ;;1781;шт;2200;4;;;;;8800;2640;2077;;
887;21213-5607073;;Полкодержатель 21213 левый;;1056;шт;1500;10;;;;;15000;1800;120360;;
888;21213-5607072;;Полкодержатель 21213 правый;;1056;шт;1500;10;;;;;15000;1800;120361;;
889;2103-5301230;;Поперечина нижняя 2103 НЧ                                                                           ;;651;шт;1000;5;;;;;5000;1200;111039;;
890;1118-8401076-99;;Поперечина рамки радиатора 1118 нижняя  АвтоВаз;;7323;шт;10000;5;;;;;50000;12000;;;
891;2105-8401060-10;;Поперечина рамки радиатора 2105 верхняя АвтоВаз;;682;шт;900;2;;;;;1800;1080;115429;;
892;2108-8401060-00;;Поперечина рамки радиатора 2108 верхняя АвтоВаз;;831;шт;1200;3;;;;;3600;1440;115124;;
893;2108-8401060;;Поперечина рамки радиатора 2108 верхняя Нч;;704;шт;1000;0;;;;;0;1200;111066;;
894;2110-8401060;;Поперечина рамки радиатора 2110 верхняя Нч;;771;шт;1000;3;;;;;3000;1200;114587;;
895;2190-8401060-00;;Поперечина рамки радиатора 2190 верхняя АвтоВаз;;2429;шт;4000;3;;;;;12000;4800;116690;;
896;2101-5401065-10;;Порог 2101 левый                                                                                    ;;451;шт;1200;19;;;;;22800;1440;111071;;
897;2101-5401064-10;;Порог 2101 правый                                                                                   ;;451;шт;1200;20;;;;;24000;1440;111072;;
898;2106-8415120/21;;Порог 2101-2107 пластиковый ;;1743;кт;3000;4;;;;;12000;3600;117987;;
899;2107-5109079;;Порог 2107 салона пластиковый задний лев;;89;шт;200;22;;;;;4400;240;116904;;
900;2107-5109078;;Порог 2107 салона пластиковый задний пр;;89;шт;200;22;;;;;4400;240;116903;;
901;2107-5109077;;Порог 2107 салона пластиковый передний лев;;201;шт;400;22;;;;;8800;480;116901;;
902;2107-5109076;;Порог 2107 салона пластиковый передний пр;;201;шт;400;22;;;;;8800;480;116902;;
903;2108-5109077-01;;Порог 2108 салона пластиковый лев;;295;шт;400;7;;;;;2800;480;116580;;
904;2108-5109076-01;;Порог 2108 салона пластиковый пр;;295;шт;400;7;;;;;2800;480;116579;;
905;2109-5401065-10;;Порог 2109 НЧ левый                                                                                 ;;1176;шт;1800;9;;;;;16200;2160;111069;;
906;2109-5401064-10;;Порог 2109 НЧ правый                                                                                ;;1359;шт;1800;10;;;;;18000;2160;111070;;
907;2109-8415120/21-д;;Порог 2109 пластиковый;;2535;кт;3500;4;;;;;14000;4200;117992;;
908;2109-5109079;;Порог 2109 салона пластиковый задний лев;;35;шт;100;9;;;;;900;120;116909;;
909;2109-5109078;;Порог 2109 салона пластиковый задний пр;;35;шт;100;9;;;;;900;120;116910;;
910;2109-5109077;;Порог 2109 салона пластиковый передний лев;;173;шт;200;9;;;;;1800;240;116907;;
911;2109-5109076;;Порог 2109 салона пластиковый передний пр;;118;шт;200;9;;;;;1800;240;116906;;
912;2110-5401067-82;;Порог 2110 АвтоВаз левый                                                                    ;;1284;шт;2000;4;;;;;8000;2400;116514;;
913;2110-5401066-82;;Порог 2110 АвтоВаз пр.;;1240;шт;2000;4;;;;;8000;2400;116451;;
914;2114-8415143-02;;Порог 2115 штатный задний левый;;250;шт;650;11;;;;;7150;780;116921;;
915;2114-8415142-02;;Порог 2115 штатный задний правый;;250;шт;650;8;;;;;5200;780;116920;;
916;2114-8415123-02;;Порог 2115 штатный передний левый;;295;шт;650;8;;;;;5200;780;116919;;
917;2114-8415122-02;;Порог 2115 штатный передний правый;;295;шт;650;12;;;;;7800;780;116917;;
918;2121-5109079;;Порог 2121 салона задний левый;;95;шт;200;15;;;;;3000;240;121149;;
919;2121-5109078;;Порог 2121 салона задний правый;;95;шт;200;15;;;;;3000;240;121150;;
920;2121-5109077;;Порог 2121 салона передний левый;;67;шт;200;14;;;;;2800;240;121147;;
921;2121-5109076;;Порог 2121 салона передний правый;;67;шт;200;14;;;;;2800;240;121148;;
922;2170-5109079;;Порог 2170 салона пластиковый задний левый;;227;шт;500;6;;;;;3000;600;;;
923;2170-5109078;;Порог 2170 салона пластиковый задний правый;;227;шт;500;6;;;;;3000;600;;;
924;2170-5109077;;Порог 2170 салона пластиковый передний левый;;588;шт;800;6;;;;;4800;960;;;
925;2170-5109076;;Порог 2170 салона пластиковый передний правый;;588;шт;800;6;;;;;4800;960;;;
926;2110-8202011-10;;Поручень 2110-2112, 2170-2172, 2190-2192 левый;;377;шт;700;4;;;;;2800;840;120207;;
927;2110-8202010-10;;Поручень 2110-2112, 2170-2172, 2190-2192 правый;;352;шт;700;3;;;;;2100;840;120206;;
928;2110-5702012-10;;Потолок 2110;;8000;шт;10000;1;;;;;10000;12000;;;
929;пр_ном2109;;Прокладка номера 2108-21099 красная;;304;шт;600;9;;;;;5400;720;3032;;
930;2108-2109_чер;;Прокладка номера 2108-21099 черная;;282;шт;600;3;;;;;1800;720;6184;;
931;2115-провод;;Проводка противотуманных фар 2115;;1105;кт;1800;7;;;;;12600;2160;7699;;
932;2170-ЕВРОт;;Проводка противотуманных фар 2170;;1193;кт;3000;5;;;;;15000;3600;Т4781      ;;
933;2190-проводка;;Проводка противотуманных фар 2190;;1662;кт;3000;4;;;;;12000;3600;120853;;
934;2108-2914030-87;;Проставка задней балки 2110, 2170, 2108, 2113 АвтоВаз СПОРТ;;827;шт;1500;2;;;;;3000;1800;120487;;
935;2104-6305150;;Птичка двери задка 2102, 2104, 2121;;254;шт;600;4;;;;;2400;720;2015;;
936;2108-2802023-00;;Пыльник ДВС 2108 левый;;369;шт;800;5;;;;;4000;960;118385;;
937;2108-2802022-00;;Пыльник ДВС 2108 правый ;;436;шт;800;5;;;;;4000;960;118386;;
938;2110-2802020-01;;Пыльник ДВС 2110 ;;2067;шт;2800;2;;;;;5600;3360;4003;;
939;2121-2802021-00;;Пыльник ДВС 2121 левый;;307;шт;600;10;;;;;6000;720;113565;;
940;2121-2802022-00;;Пыльник ДВС 2121 правый;;307;шт;600;10;;;;;6000;720;118387;;
941;2190-2802023-00;;Пыльник ДВС 2190 левый;;187;шт;600;4;;;;;2400;720;118433;;
942;2190-2802022-00;;Пыльник ДВС 2190 правый;;207;шт;600;4;;;;;2400;720;118432;;
943;;;Р;;;;;0;;;;;0;0;;;
944;2108-00012;;Разъем проводки 2108 заднего фонаря;;102;шт;300;35;;;;;10500;360;68832;;
945;2105-5201012;;Рама ветрового окна 2105 АвтоВаз;;3300;шт;4000;1;;;;;4000;4800;;;
946;2103-5201012;;Рама ветрового окна 2106 АвтоВаз;;3300;шт;4000;1;;;;;4000;4800;;;
947;2121-5201012;;Рама ветрового окна 2121 АвтоВаз;;7361;шт;9000;1;;;;;9000;10800;115753;;
948;2113-2803197;;Рамка противотуманки 015 отдельно внешн лев;;168;шт;200;28;;;;;5600;240;116110;;
949;2113-2803196;;Рамка противотуманки 015 отдельно внеш пр;;168;шт;200;28;;;;;5600;240;112025;;
950;2113-2803203-00;;Рамка противотуманки 015 отдельно внутр лев;;128;шт;200;28;;;;;5600;240;;;
951;2113-2803202-00;;Рамка противотуманки 015 отдельно внутр пр;;128;шт;200;28;;;;;5600;240;;;
952;21704-2803196/97;;Рамка противотуманки 21704 ;;2285;кт;3000;3;;;;;9000;3600;118535;;
953;8450000252;;Рамка противотуманки Ларгус Рено правая;;885;шт;1000;4;;;;;4000;1200;118203;;
954;8450000253;;Рамка противотуманки Ларгус Рено левая;;680;шт;1000;1;;;;;1000;1200;;;
955;2191-2803197-00;;Рамка противотуманки 2191 левая;;267;шт;800;5;;;;;4000;960;121608;;
956;2191-2803196-00;;Рамка противотуманки 2191 правая;;253;шт;800;5;;;;;4000;960;121609;;
957;2192-2803197-00;;Рамка противотуманки 2192 левая;;253;шт;500;3;;;;;1500;600;117614;;
958;2192-2803196-00;;Рамка противотуманки 2192 правая;;286;шт;500;3;;;;;1500;600;117613;;
959;1118-8401050-00;;Рамка радиатора 1118 АвтоВаз в сборе                                                                ;;5021;шт;8000;1;;;;;8000;9600;112789;;
960;2105-8401050;;Рамка радиатора 2105 Начало                                                             ;;4206;шт;5200;2;;;;;10400;6240;111041;;
961;2107-8401050-00;;Рамка радиатора 2107 Начало                                                                  ;;2386;шт;4000;4;;;;;16000;4800;111042;;
962;2108-8401050в с/б ВАЗ ;;Рамка радиатора 2108 в сборе (верх+низ) АвтоВаз;;7450;шт;10000;0;;;;;0;12000;;;
963;2108-8401050в с/б Начало;;Рамка радиатора 2108 в сборе (верх+низ) Начало;;3834;шт;7000;3;;;;;21000;8400;114586;;
964;2108-8401050Начало;;Рамка радиатора 2108 Нч                                                                             ;;2635;шт;3500;14;;;;;49000;4200;111043;;
965;2110-8401050;;Рамка радиатора 2110 НЧ                                                                             ;;6149;шт;8300;3;;;;;24900;9960;111044;;
966;21213-8401050-00;;Рамка радиатора 2121 АвтоВаз в сборе                                      ;;7517;шт;10000;5;;;;;50000;12000;112912;;
967;2123-8401050-30;;Рамка радиатора 2123 АвтоВаз                                                                        ;;12082;шт;15700;1;;;;;15700;18840;112924;;
968;2170-8401050;;Рамка радиатора 2170 АвтоВаз                                                                        ;;6699;шт;8500;7;;;;;59500;10200;114589;;
969;2190-8401050-00;;Рамка радиатора 2190 АвтоВаз в сборе;;9254;шт;14000;15;;;;;210000;16800;116689;;
970;6001551794;;Рамка радиатора Ларгус TYG дубликат;;10368;шт;14000;2;;;;;28000;16800;600005;;
971;2106-371607;;Рассеиватель заднего фонаря 2106                                                                    ;;383;кт;900;13;;;;;11700;1080;4947;;
972;2107-3716075,74-00;;Рассеиватель заднего фонаря 2107 голый без корпуса;;1334;кт;1800;7;;;;;12600;2160;;;
973;2107-3716074-00;;рассеиватель заднего фонаря 2107 в сб с корпусом;;2600;кт;3400;0;;;;;0;4080;;;
974;2108-3716071;;Рассеиватель заднего фонаря 2108                                                                    ;;1502;кт;2000;10;;;;;20000;2400;;;
975;2108-3716071-01;;Рассеиватель заднего фонаря 2108 тюнинг;;1360;кт;2500;3;;;;;7500;3000;;;
976;растяжка-зад;;Растяжка задних опор стоек 2108-2110;;2354;шт;3000;2;;;;;6000;3600;С7706      ;;
977;2110-5601265-87;;Растяжка задних опор стоек 2108-2110-2170 АвтоВАЗ;;2324;шт;4000;2;;;;;8000;4800;117594;;
978;1118-5601265-87;;Растяжка задних опор стоек 1118-2190 АвтоВАЗ;;2297;шт;4000;2;;;;;8000;4800;120298;;
979;2101-растя;;Растяжка лонжеронов 2101;;1587;шт;3000;4;;;;;12000;3600;6686;;
980;1118-5301265-87;;Растяжка нижних рычагов 1118-2190 АвтоВаз СПОРТ;;2824;шт;4000;11;;;;;44000;4800;117394;;
