№;Номер детали;Дубл.;Наименование;Цена закуп (руб, ю, тг);Цена закуп (тг);Ед. измерения;Цена;Остаток;Цена по которой продано;Продано;Купить;Заказ;Счет на оплату ;Итого:;артикул;минимальный остаток;максимальный остаток
;;;;;;;;;;;;;Итого:;20248320;;;
;;;Б;;;;;;;;;;;;;;
1212;2108-3711201;;Стекло фары 2108 левое КИРЖАЧ;;336;шт;800;10;;;;;8000;960;118104;;
1213;2108-3711202;;Стекло фары 2108 правое КИРЖАЧ;;319;шт;800;10;;;;;8000;960;118103;;
1214;2110-3711201-лл;;Стекло фары 2110 РОССИЯ левое;;691;шт;1200;4;;;;;4800;1440;1826;;
1215;2110-3711201-лпр;;Стекло фары 2110 РОССИЯ правое;;500;шт;1200;6;;;;;7200;1440;4012;;
1216;2110-3711201_л;;Стекло фары 2110 BOSCH (левое)                                                                      ;;867;шт;1200;16;;;;;19200;1440;118105;;
1217;2110-3711201_п;;Стекло фары 2110 BOSCH (правое)                                                                     ;;888;шт;1200;16;;;;;19200;1440;118106;;
1218;2113-3711201-BOSC;;Стекло фары 2115 BOSCH (левое) 756 671 009;;457;шт;1200;15;;;;;18000;1440;4590;;
1219;2113-3711202-BOSC;;Стекло фары 2115 BOSCH (правое) 756 671 010;;457;шт;1200;15;;;;;18000;1440;4591;;
1220;1-305 615 436;;Стекло фары 2123 БОШ лев н/об;;4409;шт;5500;1;;;;;5500;6600;у4683      ;;
1221;1-305 615 436-064;;Стекло фары 2123 БОШ пр н/об;;4133;шт;5500;1;;;;;5500;6600;у4684;;
1222;2190-3711202;;Стекло фары 2190  пр пластик;;2463;шт;3500;3;;;;;10500;4200;122448;;
1223;;;Т;;;;;0;;;;;0;0;;;
1224;тон-313 верх зав;;Тоннель 213 верх в сборе завод;250;1600;шт;2000;0;;;;;0;2400;;;
1225;тон-213 зав;;Тоннель 213 завод;180;1200;шт;1500;2;;;;;3000;1800;;;
1226;тон-213 тюн;;Тоннель 213 тюнинг;1500;10000;шт;12000;1;;;;;12000;14400;;;
1227;2107-5325010;;Торпеда 2107 голая;2400;10421;шт;15000;2;;;;;30000;18000;;;
1228;21213-5325012-10;;Торпеда 21213 голая;3300;13000;шт;20000;3;;;;;60000;24000;;;
1229;21213-5325012-11;;Торпеда 21213 голая деш;;7342;шт;11000;0;;;;;0;13200;;;
1230;21213-5325010;;Торпеда 21213 в сборе;;60020;шт;70000;1;;;;;70000;84000;;;
1231;2101-5208009;;Тройник омывателя 2101-2108;;9;шт;20;20;;;;;400;24;60070;;
1232;2101-5208106;;Трубка омывателя 2101-2108;;53;шт;150;19;;;;;2850;180;671;;
1233;2170-5208090-00;;Трубка омывателя 2170;;127;шт;200;5;;;;;1000;240;115017;;
1234;2190-5208090-00;;Трубка омывателя 2190;;47;шт;200;5;;;;;1000;240;117275;;
1235;;;У;;;;;0;;;;;0;0;;;
1236;2106-104014-06;;Уголок молдинга (4 шт.)                                                                             ;;40;кт;200;6;;;;;1200;240;4418;;
1237;2101-8212232;;Удочка 2101-2107;;388;шт;500;13;;;;;6500;600;;;
1238;21213-8212232;;Удочка 2104-21213;;455;шт;600;16;;;;;9600;720;5145;;
1239;2108-8212232;;Удочка 2108-2109;;217;шт;400;11;;;;;4400;480;;;
1240;2110-8212232;;Удочка 2110-2111;;1288;кт;1800;1;;;;;1800;2160;;;
1241;уплотнитель-арок;;Уплотнитель для надкрылков;8;6;м;100;58;;;;;5800;120;;;
1242;2108-5403122-01Р;;Уплотнитель окна боковины 2108 Балаково;;3534;кт;5000;1;;;;;5000;6000;;;
1243;2109-5403122-10Р;;Уплотнитель окна боковины 2109 Балаково;;2472;кт;3200;0;;;;;0;3840;;;
1244;21099-5403123-01Р;;Уплотнитель окна боковины 21099 Балаково;;2288;кт;3200;1;;;;;3200;3840;;;
1245;2170-5403124-00;;Уплотнитель окна боковины 2170 правый;;491;шт;700;3;;;;;2100;840;;;
1246;2107-8407026-10;;Упор капота АвтоВаз-2107                                                                            ;;146;шт;400;6;;;;;2400;480;115042;;
1247;2108-8407122;;Упор капота АвтоВаз-2108                                                                            ;;227;шт;400;0;;;;;0;480;;;
1248;21213-8407122;;Упор капота АвтоВаз-21213                                                                           ;;81;шт;400;6;;;;;2400;480;115043;;
1249;2170-8407120-00;;Упор капота АвтоВаз 2170;;208;шт;500;5;;;;;2500;600;;;
1250;2190-8407122-00;;Упор капота АвтоВаз 2190;;134;шт;400;4;;;;;1600;480;117174;;
1251;2105-5101184;;Усилитель панели задка 2105 Ваз;;566;шт;800;0;;;;;0;960;;;
1252;2101-5401100;;Усилитель порога 2101-2107;;800;шт;1000;0;;;;;0;1200;;;
1253;2101-5101068;;Усилитель-соединитель порога 2101-2107;;800;шт;1000;0;;;;;0;1200;;;
1254;2101-ут-завод;;Утеплитель радиатора 2101,2121;;353;шт;500;5;;;;;2500;600;780;;
1255;2105-ут-завод;;Утеплитель радиатора 2105;;353;шт;500;2;;;;;1000;600;4152;;
1256;2106-ут-завод;;Утеплитель радиатора 2106;;356;шт;500;4;;;;;2000;600;1126;;
1257;2107-ут-завод;;Утеплитель радиатора 2107;;356;шт;500;0;;;;;0;600;4151;;
1258;;;Ф;;;;;0;;;;;0;0;;;
1259;2103-3711206-01-06;;Фара 2106 ближний свет без горшка 79;123;377;шт;1000;16;;;;;16000;1200;868;;
1260;2103-3711206-01;;Фара 2106 дальний свет без горшка 75;112;377;шт;1000;14;;;;;14000;1200;869;;
1261;2103-3711028-10;;Фара 2106 ближний свет в сборе Освар ;;2005;шт;2800;11;;;;;30800;3360;1069;;
1262;2103-3711022-10;;Фара 2106 дальний свет в сборе Освар ;;2192;шт;2800;15;;;;;42000;3360;1071;;
1263;2105-3711010-03кит;;Фара 2107 правая Китай;;2070;шт;2800;1;;;;;2800;3360;;;
1264;2105-3711011-03;;Фара 2107 левая Автосвет;;2469;шт;3300;5;;;;;16500;3960;999;;
1265;2105-3711010-03;;Фара 2107 правая Автосвет;;2469;шт;3300;5;;;;;16500;3960;998;;
1266;2105-3711011б;;Фара 2107 лев Автосвет белая;;2572;шт;3500;3;;;;;10500;4200;120665;;
1267;2105-3711010б;;Фара 2107 пр Автосвет белая;;2572;шт;3500;3;;;;;10500;4200;120666;;
1268;2108-3711011-00;;Фара 2108 левая Автосвет;;2469;шт;3300;4;;;;;13200;3960;1508;;
1269;2108-3711010-00;;Фара 2108 правая Автосвет;;2469;шт;3300;4;;;;;13200;3960;1507;;
1270;2110-3711011BOSCH;;Фара 2110 левая BOSCH ;;3885;шт;6000;3;;;;;18000;7200;118118;;
1271;2110-3711010BOSCH;;Фара 2110 правая BOSCH;;3885;шт;6000;3;;;;;18000;7200;118117;;
1272;2110-3711011-01;;Фара 2110 левая Россия;;4242;шт;6000;2;;;;;12000;7200;68034;;
1273;2110-3711010-02;;Фара 2110 правая Россия;;4242;шт;6000;2;;;;;12000;7200;68035;;
1274;2110-3711010турк;;Фара 2110 правая Турция;;4000;шт;4000;1;;;;;4000;4800;;;
1275;2114-3711011БОШ;;Фара 2115 левая БОШ;;4993;шт;8000;4;;;;;32000;9600;5534;;
1276;2114-3711010БОШ;;Фара 2115 правая БОШ;;4993;шт;8000;4;;;;;32000;9600;5533;;
1277;2114-3711011-30Кирж;;Фара 2115 левая Киржач;;5863;шт;7500;0;;;;;0;9000;70669;;
1278;2112-3711010-30Кирж;;Фара 2115 правая Киржач;;5863;шт;7500;0;;;;;0;9000;70475;;
1279;2114-3711011-00;;Фара 2115 левая Россия;;3885;шт;6000;8;;;;;48000;7200;115026;;
1280;2114-3711010-00;;Фара 2115 правая Россия;;3608;шт;6000;8;;;;;48000;7200;115027;;
1281;2121-3711010-10;;Фара 2121 в сборе Киржач;;2080;шт;2700;0;;;;;0;3240;3882;;
1282;21212-3711510;;Фара 21213 без горшка ;130;732;шт;1000;0;;;;;0;1200;;;
1283;21213-3711010-00;;Фара 21213 в сборе под гидрокорректор Освар;;2612;шт;4300;13;;;;;55900;5160;3711;;
1284;2123-3711011-00;;Фара 2123 н/об лев;;15147;шт;20000;2;;;;;40000;24000;Т5062      ;;
1285;2123-3711010-00;;Фара 2123 н/об пр;;15147;шт;20000;1;;;;;20000;24000;Т5063      ;;
1286;2123-3711011-00ст/об;;Фара 2123 ст/об лев;;14375;шт;20000;1;;;;;20000;24000;117095;;
1287;2123-3711010-00ст/об;;Фара 2123 ст/об пр;;14375;шт;20000;1;;;;;20000;24000;117096;;
1288;2170-3711011-41;;Фара 2170 левая Автосвет;;9288;шт;12000;4;;;;;48000;14400;ф6794      ;;
1289;2170-3711010-41;;Фара 2170 правая Автосвет;;9089;шт;12000;4;;;;;48000;14400;;;
1290;2170-3711011-00;;Фара 2170 БОШ лев;;11500;шт;16000;3;;;;;48000;19200;68010;;
1291;2170-3711010-00;;Фара 2170 БОШ пр;;11500;шт;16000;3;;;;;48000;19200;68011;;
1292;2170-3711011-01;;Фара 2170 БОШ-2 лев;;13676;шт;18000;5;;;;;90000;21600;120774;;
1293;2170-3711010-01;;Фара 2170 БОШ-2 пр;;12197;шт;18000;3;;;;;54000;21600;120773;;
1294;2190-3711011-00;;Фара 2190 левая Киржач;;17699;шт;25000;1;;;;;25000;30000;х7258      ;;
1295;2190-3711010-00;;Фара 2190 правая Киржач;;17699;шт;25000;4;;;;;100000;30000;х7257      ;;
1296;2190-3711011-00т;;Фара 2190 лев Турция;;9801;шт;13000;4;;;;;52000;15600;120801;;
1297;2190-3711010-00т;;Фара 2190 пр Турция;;9240;шт;13000;3;;;;;39000;15600;120802;;
1298;2192-3711011-00;;Фара Калина-2 2192 левая Киржач ;;17108;шт;23000;4;;;;;92000;27600;120233;;
1299;2192-3711010-00;;Фара Калина-2 2192 правая Киржач;;14305;шт;23000;3;;;;;69000;27600;120228;;
1300;8200744753-00;;Фара Ларгус левая ДЕПО;;10533;шт;14000;3;;;;;42000;16800;600007;;
1301;8200744754-00;;Фара Ларгус правая ДЕПО;;8802;шт;14000;3;;;;;42000;16800;600508;;
1302;8200744753;;Фара Ларгус левая Рено Групп;;13837;шт;20000;3;;;;;60000;24000;;;
1303;8200744754;;Фара Ларгус правая Рено Групп;;17213;шт ;20000;3;;;;;60000;24000;600414;;
1304;2115-3743010-ОАЭ;;Фара противотуманная 2115 импорт   ;;1230;кт;2000;45;;;;;90000;2400;3004;;
1305;2110-3743010-01;;Фара противотуманная 2115 КИРЖАЧ уп Лада-Имидж;;2662;кт;4000;6;;;;;24000;4800;;;
1306;2190-3743011-00;;Фара противотуманная 2190;1700;6800;кт;9000;2;;;;;18000;10800;;;
1307;2190-3743011-00К;;Фара противотуманная 2190 Китай;600;;кт;5000;3;;;;;15000;6000;;;
1308;2170-3743011-00;;Фара противотуманная Приора;1220;5471;кт;7500;8;;;;;60000;9000;69213;;
1309;2170-3743011-прям;;Фара противотуманная Приора прямоугольные;800;5800;кт;7000;14;;;;;98000;8400;;;
1310;2170-3743011/10;;Фара противотуманная Приора набор для подключения;;8577;кт;11000;2;;;;;22000;13200;120846;;
1311;21213-6305064;;Фиксатор замка багажника 21213 АвтоВаз                            ;;229;шт;400;12;;;;;4800;480;114779;;
1312;ТС-03092121;;Фортачки 21213 раздвижные;3000;18300;кт;22000;0;;;;;0;26400;;;
1313;2104-3716011-00;;Фонарь задний 2104 ДААЗ в сборе левый                                                      ;;2454;шт;3500;8;;;;;28000;4200;3689;;
1314;2104-3716010-00;;Фонарь задний 2104 ДААЗ в сборе правый                                                      ;;2454;шт;3500;9;;;;;31500;4200;6879;;
1315;2104-3716031-00;;фонарь задний 2104 ДААЗ голый левый (корпус);;1579;шт;2500;5;;;;;12500;3000;7105;;
1316;2104-3716030-00;;фонарь задний 2104 ДААЗ голый правый (корпус);;1445;шт;2500;5;;;;;12500;3000;3228;;
1317;2106-3716012;;Фонарь задний 2106 Китай;;1850;кт;1500;1;;;;;1500;1800;;;
1318;2106-3716011;;Фонарь задний 2106 (пласт.корпус) левый                                             ;;878;шт;1500;4;;;;;6000;1800;66717;;
1319;2106-3716012;;Фонарь задний 2106 (пласт.корпус) правый                                         ;;962;шт;1500;4;;;;;6000;1800;67162;;
1320;2107-3716011-00;;Фонарь задний 2107 ДААЗ в сборе левый  ;;2617;шт;3500;1;;;;;3500;4200;6964;;
1321;2107-3716010-00;;Фонарь задний 2107 ДААЗ в сборе правый                                            ;;3314;шт;3500;0;;;;;0;4200;6965;;
1322;2108-3716021;;Фонарь задний 2108 Автосвет гол левый;;1004;шт ;1500;12;;;;;18000;1800;118124;;
1323;2108-3716020;;Фонарь задний 2108 Автосвет гол правый;;838;шт;1500;14;;;;;21000;1800;118125;;
1324;2108-3716021тюн;;Фонарь задний 2108 Тюнинг в сборе;;4424;кт;6000;3;;;;;18000;7200;;;
1325;2110-3716011-50;;Фонарь задний 2110 лев;;1500;шт;2000;0;;;;;0;2400;118126;;
1326;2110-3716010-50;;Фонарь задний 2110 пр;;1500;шт;2000;1;;;;;2000;2400;118127;;
1327;2114-3716011;;Фонарь задний 2115 ДААЗ в сборе левый угловой;;3113;шт;5000;5;;;;;25000;6000;7029;;
1328;2114-3716110-00;;Фонарь задний 2115 ДААЗ в сборе правый угловой;;3163;шт;5000;4;;;;;20000;6000;6806;;
1329;2114-3716027-00;;Фонарь задний 2115 ДААЗ гол лев угловой;;2653;шт;4000;5;;;;;20000;4800;7348;;
1330;2114-3716026-00;;Фонарь задний 2115 ДААЗ гол пр угловой;;2637;шт;4000;3;;;;;12000;4800;7349;;
1331;21213-3716011-00;;Фонарь задний 21213 ДААЗ в сборе левый                                                              ;;1871;шт;3000;11;;;;;33000;3600;6916;;
1332;21213-3716011;;фонарь задний 21213 ДААЗ голый левый;;1337;шт;2500;9;;;;;22500;3000;6906;;
1333;21213-3716010-00;;Фонарь задний 21213 ДААЗ в сборе правый;;2253;шт;3000;20;;;;;60000;3600;6917;;
1334;21213-3716010;;фонарь задний 21213 ДААЗ голый правый;;1337;шт;2500;8;;;;;20000;3000;6905;;
1335;2170-3716011-00;;Фонарь задний 2170-2172 в сборе лев;;4134;шт;6000;6;;;;;36000;7200;70952;;
1336;2170-3716010-00;;Фонарь задний 2170-2172 в сборе пр;;4134;шт;6000;4;;;;;24000;7200;70953;;
1337;21700-3716011-10;;Фонарь задний 2170-2172 в сборе 2013 год диоды левый;1500;5475;шт;8000;3;;;;;24000;9600;120253;;
1338;21700-3716010-10;;Фонарь задний 2170-2172 в сборе 2013 год диоды правый;1500;7000;шт;8000;4;;;;;32000;9600;120252;;
1339;2170-3716011-00кит;;Фонарь задний 2170-2172 в сборе Приора-2 левый КИТАЙ;;5304;шт;7000;2;;;;;14000;8400;122426;;
1340;2170-3716010-00кит;;Фонарь задний 2170-2172 в сборе Приора-2 правый КИТАЙ;;5304;шт;7000;2;;;;;14000;8400;122425;;
1341;21700-371601011инф;;Фонарь задний 2170-2172 в сборе тюнинг инфинити красный диоды;2200;13300;кт;16000;1;;;;;16000;19200;;;
1342;21700-371601011чб;;Фонарь задний 2170-2172 в сборе тюнинг бело-черный диоды;2000;13300;кт;16000;2;;;;;32000;19200;;;
1343;2171-3716011-00;;Фонарь задний 2171 в сборе лев;;4876;шт;7500;5;;;;;37500;9000;у4397      ;;
1344;2171-3716010-00;;Фонарь задний 2171 в сборе пр;;5022;шт;7500;6;;;;;45000;9000;у4396      ;;
1345;2190-3716011-00;;Фонарь задний 2190 в сборе лев;;3925;шт;6000;13;;;;;78000;7200;117039;;
1346;2190-3716010-00;;Фонарь задний 2190 в сборе пр;;3925;шт;6000;16;;;;;96000;7200;117040;;
1347;2191-3716011-00;;Фонарь задний 2191 в сборе левый Лифт бэк;;4784;шт;7000;2;;;;;14000;8400;120907;;
1348;2191-3716010-00;;Фонарь задний 2191 в сборе правый Лифт бэк;;4784;шт;7000;1;;;;;7000;8400;120879;;
1349;2192-3716011-00;;Фонарь задний 2192 в сборе лев;;5567;шт;7300;3;;;;;21900;8760;120398;;
1350;2192-3716010-00;;Фонарь задний 2192 в сборе пр;;4995;шт;7300;1;;;;;7300;8760;120396;;
1351;2194-3716011-00;;Фонарь задний 2194 в сборе лев;;4241;шт;6000;1;;;;;6000;7200;120399;;
1352;2194-3716010-00;;Фонарь задний 2194 в сборе пр;;4355;шт;6000;3;;;;;18000;7200;120397;;
1353;8200864612м;;Фонарь задний Ларгус Марс лев;;5394;шт;8500;2;;;;;17000;10200;600510;;
1354;8200864610м;;Фонарь задний Ларгус Марс пр ;;6025;шт;8500;4;;;;;34000;10200;600509;;
1355;8200864612;;Фонарь задний Ларгус Рено лев;;8755;шт;11500;2;;;;;23000;13800;600065;;
1356;8200864610;;Фонарь задний Ларгус Рено пр;;6192;шт;11500;2;;;;;23000;13800;600064;;
1357;8200864612/10;;Фонарь дополнитель ный Ларгус;;9503;кт;13000;2;;;;;26000;15600;600664;;
1358;;;Ч;;;;;0;;;;;0;0;;;
1359;2107-3804010-02;;Часы 07 с подсветкой;170;995;шт;1300;0;;;;;0;1560;;;
1360;;;Ш;;;;;0;;;;;0;0;;;
1361;2105-6201015-00;;Шуба задняя левая 2105 АвтоВаз;;1200;шт;1500;3;;;;;4500;1800;;;
1362;2105-6201014-00;;Шуба задняя правая 2105 АвтоВаз;;1200;шт;1500;4;;;;;6000;1800;;;
1363;2121-19911909;;Шуба правая 2121 АвтоВаз;;1200;шт;1500;2;;;;;3000;1800;;;
1364;;;Э;;;;;0;;;;;0;0;;;
1365;ДМЗ0036-21213;;Электростеклоподъемник 21213 реечный;;8910;кт;13000;1;;;;;13000;15600;8053;;
1366;21213-0021;;Электростеклоподъемник 21213 тросик;;8045;кт;11000;1;;;;;11000;13200;120497;;
1367;8450000269;;Эмблема на лев задн дв Ларгус Renault;;298;шт;600;4;;;;;2400;720;600106;;
1368;2107-8212174-40;;Эмблема заднего крыла 1500 Ваз 2107;;48;шт;100;0;;;;;0;120;;;
1369;21213-3402070;;Эмблема кнопки руля 21213;;132;шт;200;13;;;;;2600;240;;;
1370;2111-8212174;;"Эмблема  КРЫШ.БАГАЖ.""1.5 GTЕ"" ВАЗ-2111";;70;шт;200;10;;;;;2000;240;116559;;
1371;21102-8212174;;"Эмблема  КРЫШ.БАГАЖ.""1.5i"" ВАЗ-2110  ";;49;шт;200;10;;;;;2000;240;113621;;
1372;21213-8212214;;"Эмблема  КРЫШ.БАГАЖ.""1.7"" ВАЗ-21213      ";;87;шт;200;3;;;;;600;240;116562;;
1373;21214-8212214;;"Эмблема  КРЫШ.БАГАЖ.""1.7i"" ВАЗ-21214 ";;80;шт;200;10;;;;;2000;240;;;
1374;21213-8212104-10;;Эмблема крыш. багаж. Лада, Нива 4х4;;126;шт;200;6;;;;;1200;240;;;
